,Year,Q,Quarter,Artist Genre,Gross USD,key,Benchmark,% of Benchmark
87,2012,Q2,2012 Q2,Electronic,110600.0,Q2_Electronic,92388.5,119.71
88,2012,Q2,2012 Q2,Folk,98000.0,Q2_Folk,101173.7125,96.86
89,2012,Q2,2012 Q2,Indie,84227.71428571429,Q2_Indie,87952.96952380952,95.76
90,2012,Q2,2012 Q2,Other,89606.0,Q2_Other,79803.0,112.28
91,2012,Q2,2012 Q2,Pop,67740.0,Q2_Pop,103234.8125,65.62
92,2012,Q2,2012 Q2,Punk or Metal,65645.0,Q2_Punk or Metal,89448.5,73.39
93,2012,Q2,2012 Q2,Rock,104986.25,Q2_Rock,97297.01666666666,107.9
94,2012,Q3,2012 Q3,Electronic,89000.0,Q3_Electronic,95816.1,92.89
95,2012,Q3,2012 Q3,Folk,78373.75,Q3_Folk,69841.375,112.22
96,2012,Q3,2012 Q3,Indie,97350.0,Q3_Indie,83717.04000000001,116.28
97,2012,Q3,2012 Q3,Other,54090.0,Q3_Other,87635.0,61.72
98,2012,Q3,2012 Q3,Pop,96455.0,Q3_Pop,120966.25,79.74
99,2012,Q3,2012 Q3,Rock,98819.5,Q3_Rock,99114.875,99.7
100,2012,Q4,2012 Q4,Blues,64887.0,Q4_Blues,94406.0,68.73
101,2012,Q4,2012 Q4,Country,74235.0,Q4_Country,86238.0,86.08
102,2012,Q4,2012 Q4,Electronic,89769.2,Q4_Electronic,87869.63333333333,102.16
103,2012,Q4,2012 Q4,Folk,79904.0,Q4_Folk,93938.75,85.06
104,2012,Q4,2012 Q4,Hip Hop,100507.66666666667,Q4_Hip Hop,94407.75,106.46
105,2012,Q4,2012 Q4,Indie,73743.6,Q4_Indie,84105.78666666668,87.68
