Start Date,End Date,Num Shows,Headliner,Support,Tickets Sold,Gross USD,Gross Gate,Currency,Venue Capacity,Percentage Sold,Ticket Price Min,Ticket Price Max,Venue Name,Venue City,Venue State,Venue Country,Promoter
3/26/2016,3/26/2016,1,Too Short,,2800,133213,133213,US DOLLAR,2800,100,39.5,49.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/25/2016,3/25/2016,1,Umphrey's McGee,Tauk,2052,61535,61535,US DOLLAR,2800,74,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/17/2016,3/17/2016,1,Leon Bridges,Son Little,2800,98000,98000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/13/2016,3/13/2016,1,Jose Gonzalez,Ymusic,1921,86570,86570,US DOLLAR,1921,100,45,50,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/11/2016,3/12/2016,2,String Cheese Incident,,5462,273549,273549,US DOLLAR,2731,100,49.95,55,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/7/2016,3/7/2016,1,Animal Collective,Ratking,2800,99260,99260,US DOLLAR,2800,100,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/1/2016,,1,Jennifer Nettles,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
2/28/2016,2/28/2016,1,Joe Satriani,"Bryan Beller Band, Marco Minnemann, Mike Keneally",1716,98855,98855,US DOLLAR,1716,100,45,75,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/26/2016,2/27/2016,2,Vance Joy,"Elle King, Jamie Lawson",5600,182000,182000,US DOLLAR,2800,100,32.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/20/2016,,1,Chic Feat. Nile Rodgers,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
2/8/2016,2/8/2016,1,Troye Sivan ,Allie X,2800,73500,73500,US DOLLAR,2800,100,26.25,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/6/2016,2/6/2016,1,50 Cent,"Big Von, Chris Brown, DJ Drama, MC Supernatural, Mustard, Ty Dolla $ign",2612,134644,134644,US DOLLAR,2612,100,49.5,0,Fox Theater,Oakland,CA,United States,"Ankh Marketing, Another Planet Entertainment, Guerilla Union"
2/5/2016,2/5/2016,1,Seal,DJ Funklor,1639,131939,131939,US DOLLAR,1915,86,59.5,99.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/3/2016,2/3/2016,1,Godspeed You! Black Emperor,Xylouris White,2800,82600,82600,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/30/2016,1/30/2016,1,Dr. Dog,Hop Along,2530,69813,69813,US DOLLAR,2800,91,27.5,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/29/2016,1/29/2016,1,STS9,,2776,96466,96466,US DOLLAR,2776,100,33.5,38,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/27/2016,1/27/2016,1,Bryson Tiller,They.,2800,82600,82600,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/22/2016,1/23/2016,2,The Devil Makes Three,Parker Millsap,4296,118738,118738,US DOLLAR,2800,77,27.5,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/21/2016,1/21/2016,1,Madeon,Skylar Spence,2800,98205,98205,US DOLLAR,2800,100,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/18/2016,1/20/2016,3,Van Morrison,Shana Morrison,5874,937243,937243,US DOLLAR,1958,100,89.5,249.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/14/2016,1/14/2016,1,Chase Rice,The Cadillac Three,1527,53368,53368,US DOLLAR,2800,55,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/31/2015,12/31/2015,1,Primus,,2800,172313,172313,US DOLLAR,2800,100,49.5,65,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/19/2015,12/20/2015,2,Kehlani,"Ambre, Bryson Tiller, Marteen, Noodles",5600,154000,154000,US DOLLAR,2800,100,27.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/17/2015,12/17/2015,1,The 1975,Swim Deep,2800,84000,84000,US DOLLAR,2800,100,30,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/12/2015,12/12/2015,1,Joe Russo's Almost Dead,,2187,77465,77465,US DOLLAR,2800,79,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/12/2015,,1,Joe Russo,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
12/8/2015,12/8/2015,1,Puscifer,,1907,115827,115827,US DOLLAR,1907,100,59.5,79.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/6/2015,12/6/2015,1,Gary Clark Jr.,"Greg Holden, Houndmouth",2288,119900,119900,US DOLLAR,2800,82,40,55,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/28/2015,11/28/2015,1,The Chainsmokers,Cheat Codes,2800,98000,98000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/27/2015,,1,Jackie Greene,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
11/25/2015,,1,Refused,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
11/21/2015,11/21/2015,1,Chance The Rapper,"DRAM, Metro Boomin, Towkio",2800,110600,110600,US DOLLAR,2800,100,39.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/20/2015,11/20/2015,1,Café Tacvba / Zoé,,2800,172313,172313,US DOLLAR,2800,100,49.5,65,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/18/2015,11/18/2015,1,Sturgill Simpson,Billy Wayne Davis,2800,82600,82600,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/15/2015,11/15/2015,1,City and Colour,Hurray For The Riff Raff,2648,92880,92880,US DOLLAR,2800,95,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/14/2015,11/14/2015,1,Cherub,"Hippie Sabotage, Shooka",2261,56955,56955,US DOLLAR,2800,81,25,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/12/2015,,1,Raheem DeVaughn / Leela James,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
11/10/2015,11/10/2015,1,Kendrick Lamar,Jay Rock,2800,138600,138600,US DOLLAR,2800,100,49.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/6/2015,11/7/2015,2,Trey Anastasio,,5148,219125,219125,US DOLLAR,2800,92,42.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/31/2015,10/31/2015,1,Greensky Bluegrass,Tumbleweed Wanderers,1596,44250,44250,US DOLLAR,2800,57,27.5,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/30/2015,10/30/2015,1,Korn,"Islander , Suicide Silence",2800,138705,138705,US DOLLAR,2800,100,49.5,55,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/29/2015,10/29/2015,1,Hot Chip,Slaptop,2681,100595,100595,US DOLLAR,2800,96,37.5,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/26/2015,10/26/2015,1,Mac DeMarco,"Alex Calder, The Courtneys",2800,70000,70000,US DOLLAR,2800,100,25,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/24/2015,10/24/2015,1,The Neighbourhood,"Bad Suns, Hunny",2800,98000,98000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/23/2015,,1,MS MR,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/22/2015,,1,Allen Stone,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/21/2015,10/21/2015,1,Marina And The Diamonds,Christine And The Queens,2800,98000,98000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/20/2015,,1,Marina And The Diamonds,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/17/2015,10/18/2015,2,Twenty One Pilots,"Echosmith, Finish Ticket",5600,165200,165200,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/16/2015,10/16/2015,1,Andrew McMahon in the Wilderness / New Politics,"Lolo, The Griswolds",1343,39734,39734,US DOLLAR,2800,48,26.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/15/2015,,1,FFS,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/10/2015,10/10/2015,1,Big Gigantic,"Insightful, The Floozies",1814,47660,47660,US DOLLAR,2800,65,26,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/9/2015,10/9/2015,1,Jamie xx,,2800,70000,70000,US DOLLAR,2800,100,25,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/7/2015,10/7/2015,1,Garbage,Torres,2800,126000,126000,US DOLLAR,2800,100,45,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/4/2015,,1,Kinky,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/3/2015,10/3/2015,1,Tove Lo,Erik Hassle,2800,78400,78400,US DOLLAR,2800,100,28,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/2/2015,,1,Hans Raj Hans,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
9/30/2015,,1,Thievery Corporation,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
9/26/2015,9/26/2015,1,Grace Jones,DJ Omar,2800,197500,197500,US DOLLAR,2800,100,55,75,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/25/2015,9/25/2015,1,Future Islands,Operators,2800,82600,82600,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/19/2015,9/19/2015,1,Glass Animals,LA Priest,2800,82600,82600,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/18/2015,9/18/2015,1,Brandi Carlile,Baskery,2800,110600,110600,US DOLLAR,2800,100,39.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/10/2015,,1,Passenger,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
9/9/2015,9/9/2015,1,Social Distortion,"Drag The River, Nikki Lane",2800,98000,98000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/2/2015,9/2/2015,1,Brandon Flowers,Rey Pila,2388,89610,89610,US DOLLAR,2800,86,37.5,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/25/2015,9/5/2015,2,Miguel,DJ Laura,5600,252000,252000,US DOLLAR,2800,100,45,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/21/2015,8/22/2015,2,Jill Scott,Tish Hyman,3420,293408,293408,US DOLLAR,1710,100,59.5,119.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/20/2015,,1,Lecrae,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
8/16/2015,8/16/2015,1,Diana Krall,,1568,162078,162078,US DOLLAR,1705,92,59.5,130,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/15/2015,,1,Grace Potter,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
8/11/2015,8/11/2015,1,Jason Isbell,Damien Jurado,2114,73990,73990,US DOLLAR,2800,76,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/24/2015,7/24/2015,1,Alice In Chains,,2800,138600,138600,US DOLLAR,2800,100,49.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/23/2015,7/23/2015,1,Charli XCX / Bleachers,Børns,2003,72308,72308,US DOLLAR,2800,72,36,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/11/2015,,1,Jurassic 5,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
6/25/2015,,1,Future Islands,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
6/19/2015,6/20/2015,2,Purity Ring,"Born Gold, Braids",5473,150600,150600,US DOLLAR,2800,98,27.5,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/13/2015,,1,Ingrid Michaelson,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
6/7/2015,6/7/2015,1,D'Angelo,Meg Mac,2800,177353,177353,US DOLLAR,2800,100,49.5,85,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/5/2015,6/6/2015,2,Sufjan Stevens,Helado Negro,3890,175095,175095,US DOLLAR,1945,100,45,0,Fox Theater,Oakland,CA,United States,
5/31/2015,5/31/2015,1,The Script,"Colton Avery, Mary Lambert",2800,91000,91000,US DOLLAR,2800,100,32.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/30/2015,,1,Diljit Dosanjh,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
5/29/2015,5/29/2015,1,Spoon,Sweet Spirit,2800,98000,98000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/28/2015,5/28/2015,1,Jenny Lewis,Nikki Lane,2615,77357,77357,US DOLLAR,2800,94,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/21/2015,5/21/2015,1,The Tallest Man On Earth,Hiss Golden Messenger,2502,87745,87745,US DOLLAR,2800,90,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/15/2015,5/15/2015,1,Lord Huron,,2800,70000,70000,US DOLLAR,2800,100,25,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/28/2015,4/28/2015,1,Mastodon / Clutch,Big Business,2237,78760,78760,US DOLLAR,2800,80,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/26/2015,4/26/2015,1,The Moody Blues,,1511,109661,109661,US DOLLAR,1843,82,49.5,90,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/25/2015,4/25/2015,1,Kacey Musgraves,"Humming House, The Lone Below",2411,84630,84630,US DOLLAR,2800,87,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/24/2015,4/24/2015,1,The Polish Ambassador,Ayla Nereo,1849,51440,51440,US DOLLAR,2800,67,27.5,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/23/2015,4/23/2015,1,Damien Rice,Marketa Irglova,1954,109913,109913,US DOLLAR,1954,100,49.5,59.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/21/2015,4/21/2015,1,"""Welcome To Night Vale""",Mary Epworth,1843,56928,56928,US DOLLAR,1843,100,27.5,32.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/9/2015,4/10/2015,2,Stromae,Freedom Fry,5600,221200,221200,US DOLLAR,2800,100,39.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/3/2015,,1,Yonder Mountain String Band,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
3/31/2015,3/31/2015,1,TV On The Radio,Nostalghia,2800,105000,105000,US DOLLAR,2800,100,37.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/19/2015,3/21/2015,3,Widespread Panic,,7973,418355,418355,US DOLLAR,2800,95,52,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/15/2015,3/28/2015,2,Bill Maher,,3934,267105,267105,US DOLLAR,1967,100,49.5,100,Fox Theater,Oakland,CA,United States,
3/14/2015,3/14/2015,1,Railroad Earth,The Infamous Stringdusters,1814,54465,54465,US DOLLAR,2800,65,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/7/2015,3/7/2015,1,Umphrey's McGee,The Revivalists,2461,68198,68198,US DOLLAR,2800,88,27.5,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/1/2015,3/1/2015,1,Ledisi,"Leela James, Raheem DeVaughn",1789,100655,100655,US DOLLAR,1789,100,45,65,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/28/2015,2/28/2015,1,"""Noise Pop Festival""","How To Dress Well, Islands, Nick Diamonds",2332,81805,81805,US DOLLAR,2800,84,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/27/2015,2/27/2015,1,"""Noise Pop Festival""","Bells Atlas, Empires, K.Flay",2023,50975,50975,US DOLLAR,2800,73,25,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/25/2015,2/26/2015,2,Pentatonix,,5600,201040,201040,US DOLLAR,2800,100,35,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/20/2015,2/20/2015,1,Gov't Mule,,2502,88020,88020,US DOLLAR,2800,90,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/15/2015,2/15/2015,1,Billy Idol,Broncho,2800,154000,154000,US DOLLAR,2800,100,55,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/14/2015,2/14/2015,1,Iration,"Hours Eastly, Stick Figure",2652,66915,66915,US DOLLAR,2800,95,25,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/13/2015,,1,The Fresh Beat Band,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
2/12/2015,2/12/2015,1,Dr. Dog,Hanni El Khatib,2262,62380,62380,US DOLLAR,2800,81,27.5,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/11/2015,2/11/2015,1,Ben Howard,Willy Mason,2800,91000,91000,US DOLLAR,2800,100,32.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/10/2015,2/10/2015,1,Hozier,Asgeir,2800,85120,85120,US DOLLAR,2800,100,29.5,39.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/7/2015,2/7/2015,1,London Grammar,Until The Ribbon Breaks,2800,77000,77000,US DOLLAR,2800,100,27.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/31/2015,1/31/2015,1,The Devil Makes Three,Joe Pug,2800,70000,70000,US DOLLAR,2800,100,25,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/30/2015,1/30/2015,1,RL Grime,"Lunice, Tommy Kruise",2800,70000,70000,US DOLLAR,2800,100,25,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/31/2014,12/31/2014,1,Primus,,2800,172313,172313,US DOLLAR,2800,100,49.5,65,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/27/2014,12/27/2014,1,The Roots,Lion Babe,2800,143640,143640,US DOLLAR,2800,100,49.5,69.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/18/2014,12/19/2014,2,Dillon Francis,"Hoodboi, TJR",4979,174505,174505,US DOLLAR,2800,89,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/11/2014,12/11/2014,1,Tune-Yards,Cibo Matto,1895,56264,56264,US DOLLAR,2800,68,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/26/2014,11/26/2014,1,G-Eazy,"Jay Ant, Ty Dolla $ign",2800,82600,82600,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/25/2014,,1,DJ Shadow / Cut Chemist,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
11/22/2014,11/22/2014,1,STS9,Michal Menert,2800,83761,83761,US DOLLAR,2800,100,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/21/2014,11/21/2014,1,Cold War Kids,"Avid Dancer, Waters",2108,53080,53080,US DOLLAR,2800,76,25,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/19/2014,11/19/2014,1,Capital Cities,"Night Terrors Of 1927, Sneaky Sound System",2346,76313,76313,US DOLLAR,2800,84,32.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/15/2014,11/16/2014,2,Tame Impala,Delicate Steve,5248,184040,184040,US DOLLAR,2800,94,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/14/2014,11/14/2014,1,Tegan And Sara,The Courtneys,2735,108115,108115,US DOLLAR,2800,98,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/13/2014,11/13/2014,1,First Aid Kit,Samantha Crain,2800,70000,70000,US DOLLAR,2800,100,25,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/11/2014,11/12/2014,2,Slayer,"Exodus, Suicidal Tendencies",5600,231792,231792,US DOLLAR,2800,100,39.5,65,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/9/2014,11/9/2014,1,Rhye,Lo-Fang,1727,60565,60565,US DOLLAR,1727,100,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/8/2014,11/8/2014,1,Foster The People,"Soko, Sylvan Esso",2800,119000,119000,US DOLLAR,2800,100,42.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/1/2014,11/1/2014,1,Erasure,Superhumanoids,2800,147750,147750,US DOLLAR,2800,100,45,55,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/30/2014,10/30/2014,1,Tycho,Com Truise,2691,74203,74203,US DOLLAR,2800,97,27.5,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/24/2014,10/24/2014,1,Little Dragon,Shy Girls,2800,82600,82600,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/23/2014,10/23/2014,1,Trampled By Turtles,Elephant Revival,1801,53130,53130,US DOLLAR,2800,65,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/19/2014,10/21/2014,2,Nas,,3634,182343,182343,US DOLLAR,1817,100,39.5,69.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/18/2014,10/18/2014,1,"""Experience Hendrix""","Billy Cox, Buddy Guy, Chris Layton, Doyle Bramhall II, Eric Johnson, Jonny Lang, Kenny Wayne Shepherd, Mato Nanji, Noah Hunt, Rich Robinson, Scott Nelson, Tim Austin, Tony Franklin, Zakk Wylde",1690,138995,138995,US DOLLAR,1690,100,55,115,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/17/2014,10/17/2014,1,Sbtrkt,GoldLink,2613,91455,91455,US DOLLAR,2800,94,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/14/2014,10/14/2014,1,Ray LaMontagne,The Belle Brigade,1869,117818,117818,US DOLLAR,1869,100,49.5,75,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/8/2014,10/8/2014,1,Lily Allen,Lolawolf,2800,98000,98000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/6/2014,,1,Kasabian,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/2/2014,10/2/2014,1,Thievery Corporation,BoomBox,2553,134233,134233,US DOLLAR,2800,92,52.5,55,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/28/2014,9/28/2014,1,Sam Smith,Broods,2800,98000,98000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/27/2014,9/27/2014,1,The Gaslight Anthem,"Against Me!, Twopointeight",2383,70299,70299,US DOLLAR,2800,86,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/26/2014,9/26/2014,1,Paolo Nutini,Phox,2091,61817,61817,US DOLLAR,2800,75,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/25/2014,9/25/2014,1,Die Antwoord,DJ Napsty,2800,110600,110600,US DOLLAR,2800,100,39.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/24/2014,9/24/2014,1,Tears For Fears,Carina Round,2800,138600,138600,US DOLLAR,2800,100,49.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/22/2014,,1,La Roux,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
9/21/2014,9/21/2014,1,Lykke Li,Mapei,2043,80979,80979,US DOLLAR,2800,73,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/20/2014,9/20/2014,1,Interpol,Rey Pila,2800,105000,105000,US DOLLAR,2800,100,37.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/19/2014,9/19/2014,1,Rise Against,"Radkey, Touché Amoré",2088,82999,82999,US DOLLAR,2800,75,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/18/2014,9/18/2014,1,Chvrches,The Range,2800,82600,82600,US DOLLAR,2800,100,29,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/17/2014,9/17/2014,1,Ian Anderson,,1821,124062,124062,US DOLLAR,1821,100,45.5,85.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/11/2014,9/11/2014,1,Passenger,"Once, Stu Larsen",2800,79800,79800,US DOLLAR,2800,100,28.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/7/2014,9/7/2014,1,Coheed And Cambria,Thank You Scientist,2618,77341,77341,US DOLLAR,2800,94,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/28/2014,8/28/2014,1,Brand New,"Broncho, Joyce Manor",2800,93240,93240,US DOLLAR,2800,100,31.5,33.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/22/2014,8/22/2014,1,Little Dragon,Dam Funk,2800,82600,82600,US DOLLAR,2800,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/7/2014,8/7/2014,1,"""Outside Lands Music & Arts Festival Night Shows""",Sean Hayes,2330,81780,81780,US DOLLAR,2800,84,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/2/2014,8/2/2014,1,Andrew Rayel / Cosmic Gate,Dyloot,2450,100090,100090,US DOLLAR,2800,88,32.5,45,Fox Theater,Oakland,CA,United States,"Another Planet Entertainment, Insomniac"
7/25/2014,7/26/2014,2,The Neighbourhood,"Bad Suns, White Arrows",5600,154142,154142,US DOLLAR,2800,100,27.5,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/28/2014,6/28/2014,1,Devo,,2265,107215,107215,US DOLLAR,2800,81,45,95,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/26/2014,6/26/2014,1,Steve Winwood,Cris Jacobs,1778,132650,132650,US DOLLAR,1778,100,55,100,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/27/2014,5/27/2014,1,Elbow,John Grant,2085,67825,67825,US DOLLAR,2175,96,32.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/20/2014,5/20/2014,1,Cage The Elephant,"Foals, J. Roddy Walston And The Business",2800,98000,98000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/19/2014,5/19/2014,1,Nickel Creek,The Secret Sisters,2800,105000,105000,US DOLLAR,2800,100,37.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/10/2014,5/10/2014,1,Twenty One Pilots,"Hunter Hunted, Nonono",2534,63470,63470,US DOLLAR,2800,91,25,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/9/2014,5/9/2014,1,Rodrigo y Gabriela,Zach Heckendorf,2800,126000,126000,US DOLLAR,2800,100,45,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/6/2014,5/6/2014,1,Childish Gambino,,2800,98000,98000,US DOLLAR,2800,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/5/2014,5/5/2014,1,Ingrid Michaelson,"Storyman, The Alternate Routes",2279,67418,67418,US DOLLAR,2800,82,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/1/2014,5/1/2014,1,Mastodon,"Gojira, Kvelertak",2464,67940,67940,US DOLLAR,2800,88,27.5,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
