Start Date,End Date,Num Shows,Headliner,Support,Tickets Sold,Gross USD,Gross Gate,Currency,Venue Capacity,Percentage Sold,Ticket Price Min,Ticket Price Max,Venue Name,Venue City,Venue State,Venue Country,Promoter
4/12/2019,4/12/2019,1,Beats Antique,"Axel Thesleff, Balkan Bump",2364,83200,83200,US DOLLAR,2800,85,35,40,Fox Theater,Oakland,CA,United States,"(In-House Promotion), Another Planet Entertainment"
4/10/2019,4/10/2019,1,Dermot Kennedy,Luca Fogale,1992,58858,58858,US DOLLAR,2800,72,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/4/2019,4/4/2019,1,Jose González & The String Theory,,1899,101605,101605,US DOLLAR,1899,100,55,75,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/31/2019,3/31/2019,1,The Joe Budden Podcast with Rory & Mal,Rory &amp; Mal,1492,86240,86240,US DOLLAR,1842,81,45,75,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/30/2019,3/30/2019,1,Brothers Osborne,Devon Gilfillian ,2806,98315,98315,US DOLLAR,2806,100,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/29/2019,3/29/2019,1,Vince Staples,"Channel Tres, JpegMafia",2724,99330,99330,US DOLLAR,2724,100,35,49.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/27/2019,3/27/2019,1,James Bay,Noah Kahan,2753,123970,123970,US DOLLAR,2753,100,45,50,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/23/2019,3/23/2019,1,Catfish and the Bottlemen,Worn Flints,1959,68705,68705,US DOLLAR,2800,70,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/22/2019,3/22/2019,1,Foals,"Bear Hands, Kiev",2679,103343,103343,US DOLLAR,2679,100,38.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/21/2019,3/21/2019,1,Andrew McMahon in the Wilderness,"Flor, Grizfolk",1113,44008,44008,US DOLLAR,2800,40,39.5,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/18/2019,3/18/2019,1,Lil Baby,"Blueface, City Girls",2617,130026,130026,US DOLLAR,2828,93,49.5,55,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/15/2019,3/15/2019,1,Noname,Elton,2938,86671,86671,US DOLLAR,2938,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/12/2019,3/13/2019,2,James Blake,Khushi,5718,277323,277323,US DOLLAR,2859,100,48.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/11/2019,3/11/2019,1,Action Bronson,"Meyhem Lauren, Roc Marciano",1807,63545,63545,US DOLLAR,2828,64,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/10/2019,3/10/2019,1,LP,"Lauren Ruth Ward, Slugs",2828,77770,77770,US DOLLAR,2828,100,27.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/9/2019,3/9/2019,1,Atmosphere,"Dem Atlas, DJ Keezy, The Lioness",2854,107068,107068,US DOLLAR,2854,100,37.5,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/8/2019,3/8/2019,1,Tori Kelly,,2312,95380,95380,US DOLLAR,2828,82,39.5,55,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/5/2019,3/5/2019,1,Jungle,Houses,2921,102235,102235,US DOLLAR,2921,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/2/2019,3/2/2019,1,Beirut,Helado Negro,2908,119288,119288,US DOLLAR,2908,100,41,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/1/2019,3/1/2019,1,Umphrey's McGee,Ghost-Note,1791,58570,58570,US DOLLAR,2800,64,32.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/25/2019,2/26/2019,2,Robyn,Kindness,5776,354472,354472,US DOLLAR,2888,100,59.5,79.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/24/2019,2/24/2019,1,Mazzy Star,Gold Star,2913,136485,136485,US DOLLAR,2913,100,45,65,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/23/2019,2/23/2019,1,Neal Schon's Journey Through Time,,2422,144840,144840,US DOLLAR,2800,87,45,70,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/19/2019,2/19/2019,1,10 Summer Presents: The Debut Tour With Ella Mai,"Kiana Ledé, Lucky Daye",2828,90918,90918,US DOLLAR,2828,100,29,39,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/16/2019,2/16/2019,1,Tritonal,"Apek, Shaun Frank, SJ",1885,67985,67985,US DOLLAR,2800,68,30,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/11/2019,2/11/2019,1,The Kooks,"Barns Courtney, Future Feats",2086,73265,73265,US DOLLAR,2800,75,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/10/2019,2/10/2019,1,Bill Maher,,1966,141084,141084,US DOLLAR,1966,100,49.5,125,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/9/2019,2/9/2019,1,MØ,LPX,2386,83675,83675,US DOLLAR,2800,86,35,40,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/7/2019,2/8/2019,2,Alan Walker,Zaxx,4876,159145,159145,US DOLLAR,2818,87,25,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/2/2019,2/2/2019,1,Hippo Campus,"Now, Now ",2537,69865,69865,US DOLLAR,2828,90,27.5,30,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/26/2019,,1,LP: HEART TO MOUTH TOUR 2019,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
1/18/2019,1/18/2019,1,Dawes,,1333,48140,48140,US DOLLAR,1900,71,36,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/12/2019,1/12/2019,1,Sing Out For Seva,"Bonnie Raitt, Cary Morin, Jackson Browne, Joan Osborne, Mickey Hart, Pura Fe",1958,164593,164593,US DOLLAR,1958,100,75,250,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/31/2018,12/31/2018,1,The Miseducation of Lauryn Hill 20th Anniversary Tour,,1890,201408,201408,US DOLLAR,1890,100,99.5,149.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/21/2018,12/22/2018,2,John Legend,,3877,531752,531752,US DOLLAR,1938,100,59.5,249.5,Fox Theater,Oakland,CA,United States,
12/17/2018,12/18/2018,2,Tenacious D,,5806,330030,330030,US DOLLAR,2903,100,55,75,Fox Theater,Oakland,CA,United States,
12/15/2018,12/15/2018,1,John Butler Trio+,,1727,64850,64850,US DOLLAR,2500,70,37.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/13/2018,12/14/2018,2,Willie Nelson & Family,,3842,344875,344875,US DOLLAR,1921,100,75,125,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/12/2018,12/12/2018,1,Kurt Vile & the Violators,Jessica Pratt,1622,58728,58728,US DOLLAR,2500,65,36,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/7/2018,12/7/2018,1,Bomba Estéreo,,2911,94608,94608,US DOLLAR,2911,100,32.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/6/2018,12/6/2018,1,Shakey Graves,,2830,83562,83562,US DOLLAR,2830,100,29.5,35,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/3/2018,12/3/2018,1,Neko Case,Destroyer,2078,86931,86931,US DOLLAR,2800,75,40.5,50.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/2/2018,12/2/2018,1,6LACK,Tierra Whack,2349,86305,86305,US DOLLAR,2800,84,35,49.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/29/2018,11/30/2018,2,Tash Sultana,Ocean Alley,5656,255375,255375,US DOLLAR,2828,100,45,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/27/2018,11/27/2018,1,Julien Baker | Phoebe Bridgers w/ Lucy Dacus,"Lucy Dacus, Phoebe Bridgers",2002,59356,59356,US DOLLAR,2828,71,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/20/2018,,1,CAT POWER - Wanderer Tour 2018,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
11/17/2018,11/18/2018,2,Joan Baez,,3678,287258,287258,US DOLLAR,1839,100,55,125,Fox Theater,Oakland,CA,United States,
11/14/2018,11/15/2018,2,Van Morrison,,3871,609914,609914,US DOLLAR,1935,100,86.5,246.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/12/2018,,1,Gallant,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
11/10/2018,11/11/2018,2,Joe Russo's Almost Dead,,5377,228610,228610,US DOLLAR,2688,100,42.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/9/2018,11/9/2018,1,Khruangbin,,2828,88382,88382,US DOLLAR,2828,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/8/2018,,1,SOJA,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
11/7/2018,,1,"Generation Axe:  Vai, Wylde,  Mlamsteen, Bettencout, Abasi",,,,,,,0,,,Fox Theater,Oakland,CA,United States,
11/3/2018,11/3/2018,1,Jim James,Alynda Segarra,1413,46114,46114,US DOLLAR,1936,73,39.5,49.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/2/2018,,1,FIDLAR,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/27/2018,10/27/2018,1,The Devil Makes Three,,1926,57218,57218,US DOLLAR,2200,88,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/26/2018,10/26/2018,1,Christine And The Queens,,2811,101236,101236,US DOLLAR,2811,100,36,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/25/2018,,1,Pat Metheny,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/22/2018,10/22/2018,1,The Internet,,2828,105875,105875,US DOLLAR,2828,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/21/2018,,1,LIL DICKY - LIFE LESSONS WITH LIL DICKY,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
10/20/2018,10/20/2018,1,Billie Eilish,,2828,100440,100440,US DOLLAR,2828,100,32.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/19/2018,10/19/2018,1,St. Paul and the Broken Bones,Black Pumas,2478,91812,91812,US DOLLAR,2500,100,37,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/17/2018,10/17/2018,1,Tom Misch,,2828,102515,102515,US DOLLAR,2828,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/16/2018,10/16/2018,1,Hozier,,2828,136910,136910,US DOLLAR,2828,100,45,65,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/6/2018,10/6/2018,1,Lily Allen,,1632,57180,57180,US DOLLAR,2200,75,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/3/2018,10/3/2018,1,Garbage,,2650,131268,131268,US DOLLAR,2650,100,49.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/1/2018,,1,In Dreams: Roy Orbison In Concert,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
9/28/2018,9/28/2018,1,Ben Howard,Wye Oak,2842,140817,140817,US DOLLAR,2842,100,49.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/27/2018,9/27/2018,1,Dirty Heads,,1321,44487,44487,US DOLLAR,2200,61,49.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/22/2018,9/22/2018,1,Bob Moses,Mansionair,2374,83225,83225,US DOLLAR,2500,95,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/20/2018,9/20/2018,1,Blood Orange ,Empress Of,2673,96390,96390,US DOLLAR,2673,100,35,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/18/2018,9/18/2018,1,Needtobreathe,"Forest Blakk, Johnnyswim",1800,88176,88176,US DOLLAR,2200,82,46,66,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/17/2018,9/17/2018,1,Greta Van Fleet,Dorothy,2828,112061,112061,US DOLLAR,2828,100,39.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/14/2018,9/14/2018,1,The Distillers,Starcrawler,2601,91165,91165,US DOLLAR,2601,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/12/2018,9/12/2018,1,Future Islands,Ed Schrader's Music Beat,2772,99884,99884,US DOLLAR,2772,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/11/2018,,1,The War On Drugs,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
9/10/2018,9/10/2018,2,The War On Drugs,Land Of Talk,4186,192712,192712,US DOLLAR,2200,95.5,45,46,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/8/2018,9/8/2018,1,Gov't Mule,,1715,72303,72303,US DOLLAR,2200,78,39.5,55,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
9/4/2018,9/4/2018,1,Bishop Briggs,Joywave,1105,32696,32696,US DOLLAR,2200,51,29.5,79.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/31/2018,8/31/2018,1,Ledisi,,1437,93572,93572,US DOLLAR,1871,77,39.5,95,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/31/2018,,1,Ledisi,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
8/22/2018,8/22/2018,1,Punch Brothers,,1592,63075,63075,US DOLLAR,1875,85,35,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/21/2018,8/21/2018,1,Dispatch,,1856,82510,82510,US DOLLAR,2800,67,40,45,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/21/2018,,1,Nahko And Medicine For The People,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
8/18/2018,8/19/2018,2,Nathaniel Rateliff & The Night Sweats,,5656,226267,226267,US DOLLAR,2828,100,39.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/16/2018,8/17/2018,2,David Byrne,Ibeyi,5656,437815,437815,US DOLLAR,2828,100,65,135,Fox Theater,Oakland,CA,United States,
8/8/2018,8/8/2018,2,Beach House,,5656,218170,218170,US DOLLAR,2828,100,36,60.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
8/3/2018,8/3/2018,1,Toto,,1585,106700,106700,US DOLLAR,1835,87,45,95,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/30/2018,7/30/2018,1,Animal Collective,,2481,98164,98164,US DOLLAR,2800,89,39.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/27/2018,7/27/2018,1,The Decemberists,Whitney,3007,148846,148846,US DOLLAR,3007,100,49.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
7/19/2018,7/20/2018,2,My Bloody Valentine,,5210,268632,268632,US DOLLAR,2828,92.5,49.5,69.5,Fox Theater,Oakland,CA,United States,
6/28/2018,6/28/2018,1,Go-Go's,,2828,145386,145386,US DOLLAR,2828,100,49.5,69.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/28/2018,,1,The Go-Go's,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
6/25/2018,6/25/2018,1,Belle And Sebastian,Japanese Breakfast,2458,129621,129621,US DOLLAR,2800,88,50.5,70.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/24/2018,,1,Gomez,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
6/22/2018,6/22/2018,1,Trampled By Turtles,Deer Tick,2305,68531,68531,US DOLLAR,2800,83,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/21/2018,6/21/2018,1,The Specials,,2534,107800,107800,US DOLLAR,2800,91,42.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/9/2018,6/9/2018,1,The Read Live!,,1377,70115,70115,US DOLLAR,1997,69,35,75,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/7/2018,6/7/2018,1,Dr. Dog,,1927,57061,57061,US DOLLAR,2800,69,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/3/2018,6/3/2018,1,Lord Huron,Stef Chura,2828,113344,113344,US DOLLAR,2828,100,38.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
6/1/2018,6/2/2018,2,Tower Of Power,,5232,322236,322236,US DOLLAR,2800,93.5,59.5,79.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/29/2018,5/29/2018,1,Godspeed You! Black Emperor,Marisa Anderson,1870,57251,57251,US DOLLAR,2800,67,30.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/26/2018,5/26/2018,1,Fever Ray,,2670,93520,93520,US DOLLAR,2800,96,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/24/2018,5/24/2018,1,Modest Mouse,Mimicking Birds,2828,144689,144689,US DOLLAR,2828,100,49.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/20/2018,5/20/2018,1,"""Disney Junior Dance Party""",,1639,78802,78802,US DOLLAR,1923,86,38,58,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/19/2018,5/19/2018,1,"""Weird Al"" Yankovic",Emo Philips,1923,117345,117345,US DOLLAR,1923,100,45,85,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/18/2018,5/18/2018,1,Sofi Tukker,,2484,75888,75888,US DOLLAR,2828,88,30.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/17/2018,5/17/2018,1,Franz Ferdinand,Priests,2480,94373,94373,US DOLLAR,2828,88,38,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/11/2018,5/11/2018,1,As The Crow Flies,Once &amp; Future Band,2679,105892,105892,US DOLLAR,2800,96,39.5,49.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/10/2018,5/10/2018,1,Unknown Mortal Orchestra,Makeness,1671,49537,49537,US DOLLAR,2800,60,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
5/9/2018,5/9/2018,1,George Ezra,Noah Kahan,2249,78825,78825,US DOLLAR,2800,81,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/18/2018,,1,Petit Biscuit,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
4/16/2018,4/16/2018,1,King Krule,,2635,92375,92375,US DOLLAR,2800,95,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/13/2018,4/13/2018,1,Camila Cabello,Bazzi,2828,118415,118415,US DOLLAR,2828,100,39.5,49.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/7/2018,4/7/2018,1,Chromeo,Phantoms,2828,109054,109054,US DOLLAR,2828,100,38.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
4/5/2018,4/5/2018,1,What So Not,Duckwrth,1990,54845,54845,US DOLLAR,2828,71,24.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/23/2018,3/23/2018,1,Umphrey's McGee,Organ Freeman,1933,63198,63198,US DOLLAR,2800,70,32.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/20/2018,3/20/2018,1,Bonnie Raitt,Jon Cleary,2032,217105,217105,US DOLLAR,2032,100,55,500,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/17/2018,3/17/2018,1,SOB X RBE ,"Allblack, Cuban Doll, Guapdad 4000",2828,101325,101325,US DOLLAR,2828,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/13/2018,,1,Awolnation,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
3/12/2018,3/12/2018,1,Glen Hansard,,1896,77708,77708,US DOLLAR,2800,68,39.5,49.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/10/2018,3/10/2018,1,Noel Gallagher's High Flying Birds,,1916,112730,112730,US DOLLAR,1916,100,37.5,77.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/4/2018,3/4/2018,1,Herbie Hancock,,1919,123573,123573,US DOLLAR,1919,100,39.5,95,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
3/3/2018,,1,Machine Head,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
3/1/2018,3/1/2018,1,G-Eazy,"Anthony Russo Band, Phora, Trippie Redd",2828,169873,169873,US DOLLAR,2828,100,59.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/28/2018,2/28/2018,1,Robert Plant & The Sensational Space Shifters,Seth Lakeman,2828,218066,218066,US DOLLAR,2828,100,73.75,103.75,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/27/2018,,1,Mat Kearney,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
2/24/2018,,1,"""Noise Pop Festival""",,,,,,,0,,,Fox Theater,Oakland,CA,United States,
2/23/2018,2/23/2018,1,"""Noise Pop Festival""","Sudan Archives, Thao &amp; The Get Down Stay Down",2158,66175,66175,US DOLLAR,2800,78,30.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/22/2018,,1,"""Noise Pop Festival""",,,,,,,0,,,Fox Theater,Oakland,CA,United States,
2/19/2018,2/19/2018,1,Kali Uchis,,2828,99085,99085,US DOLLAR,2828,100,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/17/2018,2/17/2018,1,MØ / Cashmere Cat,Darius,2828,83586,83586,US DOLLAR,2828,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/16/2018,2/16/2018,1,Lettuce,The Motet,2342,74337,74337,US DOLLAR,2800,84,31.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/15/2018,,1,Gramatik,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
2/14/2018,2/14/2018,1,J Boog / The Green,Jesse Royal,2828,86612,86612,US DOLLAR,2828,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/10/2018,2/10/2018,1,Walk The Moon,Company Of Thieves,2828,109050,109050,US DOLLAR,2828,100,37.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2/3/2018,2/3/2018,1,Stick Figure,,2828,86877,86877,US DOLLAR,2828,100,29.5,0,Fox Theater,Oakland,CA,United States,"(In-House Promotion), Another Planet Entertainment"
1/29/2018,1/29/2018,1,Passion Pit,"Courtship., Neil Frances",2500,100000,100000,US DOLLAR,2828,89,40,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/27/2018,1/27/2018,1,"""Lovett Or Leave It""",,1873,95742,95742,US DOLLAR,1873,100,25,69.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/24/2018,1/24/2018,1,First Aid Kit,Van William,2828,87291,87291,US DOLLAR,2828,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/17/2018,1/17/2018,1,Børns,"Charlotte Cardin, Mikky Ekko",2828,105588,105588,US DOLLAR,2828,100,36,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/16/2018,1/16/2018,1,Marilyn Manson,Alice Glass,2828,180153,180153,US DOLLAR,2828,100,49.5,65,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/14/2018,1/14/2018,1,"""G3""","Joe Satriani, John Petrucci, Phil Collen",1398,110650,110650,US DOLLAR,1919,73,55,95,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
1/12/2018,1/12/2018,1,The O'Jays,,1084,88149,88149,US DOLLAR,1699,64,49.75,89.75,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/31/2017,12/31/2017,1,Primus,Legend Of The Seagullmen,2828,179954,179954,US DOLLAR,2828,100,49.5,69.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/30/2017,12/30/2017,1,Bryson Tiller,Pardison Fontaine,2600,154685,154685,US DOLLAR,2800,93,59.5,79.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/16/2017,12/16/2017,1,BadBadNotGood,"DJ Guillermo, DJ Vinnie Esparza, Injury Reserve ",2100,61950,61950,US DOLLAR,2800,75,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/15/2017,12/15/2017,1,FKJ,,2828,83426,83426,US DOLLAR,2828,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/14/2017,12/14/2017,1,Thom Yorke,,2828,139986,139986,US DOLLAR,2828,100,49.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/13/2017,12/13/2017,1,"""106 KMEL Holiday House Of Soul""","Miguel, TK Kravitz",2745,109845,109845,US DOLLAR,2745,100,39.95,69.95,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/9/2017,12/9/2017,1,Louis The Child,"Ashe, Louis Futon",2709,80020,80020,US DOLLAR,2800,97,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/8/2017,12/10/2017,2,Kehlani,Marteen,5517,196595,196595,US DOLLAR,2800,99,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/7/2017,12/7/2017,1,Pixies,The Frights,2828,177355,177355,US DOLLAR,2828,100,59.5,79.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/4/2017,12/4/2017,1,"""Pod Save America""",,1878,95769,95769,US DOLLAR,1878,100,25,69.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/3/2017,12/3/2017,1,"""Welcome To Night Vale""",,1207,39228,39228,US DOLLAR,1875,65,27.5,32.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/2/2017,12/2/2017,1,San Holo,,2828,83721,83721,US DOLLAR,2828,100,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
12/1/2017,12/1/2017,1,Hari Kondabolu,,1626,48159,48159,US DOLLAR,1950,84,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/24/2017,11/24/2017,1,Dirty Heads,"The Unlikely Candidates, Tyrone's Jacket",2343,69305,69305,US DOLLAR,2800,84,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/17/2017,11/18/2017,2,Tedeschi Trucks Band,Hard Working Americans,5656,311718,311718,US DOLLAR,2828,100,52.5,79.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/16/2017,,1,Michael McDonald,,,,,,,0,,,Fox Theater,Oakland,CA,United States,
11/13/2017,11/13/2017,1,Elbow,C Duncan,1859,65125,65125,US DOLLAR,2800,67,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/12/2017,11/12/2017,1,Cut Copy,"Cooper Saver, Palmbomen II",1790,70821,70821,US DOLLAR,2800,64,39.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/10/2017,11/10/2017,1,Chicano Batman / Khruangbin,,2667,79073,79073,US DOLLAR,2800,96,29.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/3/2017,11/4/2017,2,Trey Anastasio,,5399,242955,242955,US DOLLAR,2800,96.5,45,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
11/2/2017,11/2/2017,1,M.I.A.,,2828,119423,119423,US DOLLAR,2828,100,39.5,49.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/30/2017,10/30/2017,1,Yeah Yeah Yeahs,,2828,145184,145184,US DOLLAR,2828,100,49.5,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
10/28/2017,10/28/2017,1,Slowdive,Cherry Glazerr,2699,94640,94640,US DOLLAR,2800,97,35,0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
