,Event Date,Year,Month,Q,Quarter,Season,Day of Week,Time of Week,Number of Shows,Show Type,Headliner,Support,Number of Supporting Acts,Tickets Sold,Gross USD,Venue Capacity,Percent Tickets Sold,Minimum Ticket Price,Maximum Ticket Price,Ticket Range,Artist Start Date,Years Active,Artist Hometown,US Region,Local or Not,Miles From Home,Artist Genre,Main Genre,Hometown Latitude,Hometown Longitude
688,2010-12-26,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
689,2010-12-27,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
690,2010-12-28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
691,2010-12-29,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
692,2010-12-30,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
693,2010-12-31,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
694,2011-01-01,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
695,2011-01-02,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
696,2011-01-03,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
697,2011-01-04,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
698,2011-01-05,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
699,2011-01-06,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
700,2011-01-07,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
701,2011-01-08,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
702,2011-01-09,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
703,2011-01-10,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
704,2011-01-11,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
705,2011-01-12,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
706,2011-01-13,2011,January,Q1,2011 Q1,Winter,Thursday ,Weekend,1.0,single headliner,Joe Satriani,Ned Evett,1.0,1516.0,88877.0,1800.0,85.0,39.5,75.0,35.5,1986.0,25.0,"Westbury, New York, United States",Northeast,US,2584.585803,Rock,rock,40.7538366,-73.5841471
707,2011-01-14,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
708,2011-01-15,2011,January,Q1,2011 Q1,Winter,Saturday ,Weekend,1.0,single headliner,Rebelution,"Iration, Orgone",2.0,2800.0,56000.0,2800.0,100.0,20.0,20.0,0.0,2007.0,4.0,"Isla Vista, California, United States",West Coast,US,270.06019239999995,Other,calypso,34.4133801,-119.8615131
709,2011-01-16,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
710,2011-01-17,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
711,2011-01-18,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
712,2011-01-19,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
713,2011-01-20,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
714,2011-01-21,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
715,2011-01-22,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
716,2011-01-23,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
717,2011-01-24,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
718,2011-01-25,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
719,2011-01-26,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
720,2011-01-27,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
721,2011-01-28,2011,January,Q1,2011 Q1,Winter,Friday   ,Weekend,1.0,single headliner,Ween,No support,0.0,2800.0,98000.0,2800.0,100.0,35.0,35.0,0.0,1986.0,25.0,"New Hope, Pennsylvania, United States",Northeast,US,2519.6265550000003,Rock,alternative rock,40.3642728,-74.9512785
722,2011-01-29,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
723,2011-01-30,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
724,2011-01-31,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
725,2011-02-01,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
726,2011-02-02,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
727,2011-02-03,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
728,2011-02-04,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
729,2011-02-05,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
730,2011-02-06,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
731,2011-02-07,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
732,2011-02-08,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
733,2011-02-09,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
734,2011-02-10,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
735,2011-02-11,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
736,2011-02-12,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
737,2011-02-13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
738,2011-02-14,2011,February,Q1,2011 Q1,Winter,Monday   ,Weekday,1.0,single headliner,The Decemberists,Mountain Man,1.0,2800.0,105000.0,2800.0,100.0,37.5,37.5,0.0,2002.0,9.0,"Portland, Oregon, United States",West Coast,US,532.6430303000001,Folk,indie folk,45.5202471,-122.6741949
739,2011-02-15,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
740,2011-02-16,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
741,2011-02-17,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
742,2011-02-18,2011,February,Q1,2011 Q1,Winter,Friday   ,Weekend,1.0,single headliner,Chromeo,"Mndr, The Suzan",2.0,2800.0,70000.0,2800.0,100.0,25.0,25.0,0.0,2004.0,7.0,"Montreal (city), Quebec, Canada",International,International,2533.66772,Pop,dance-pop,45.4972159,-73.6103642
743,2011-02-19,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
744,2011-02-20,2011,February,Q1,2011 Q1,Winter,Sunday   ,Weekday,1.0,single headliner,Imagination Movers,"Choo-Choo Soul ""With Genevieve!""",1.0,634.0,25850.0,1020.0,63.0,22.5,42.5,20.0,2010.0,1.0,"New Orleans, Louisiana, United States",South,US,1917.950693,Other,children's music,29.9499323,-90.0701156
745,2011-02-21,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
746,2011-02-22,2011,February,Q1,2011 Q1,Winter,Tuesday  ,Weekday,1.0,single headliner,Yo La Tengo,The Urinals,1.0,1793.0,45195.0,2800.0,65.0,25.0,25.0,0.0,1986.0,25.0,"Hoboken, New Jersey, United States",Northeast,US,2561.701669,Indie,indie rock,40.7433066,-74.0323752
747,2011-02-23,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
748,2011-02-24,2011,February,Q1,2011 Q1,Winter,Thursday ,Weekend,1.0,single headliner,B.B. King,No support,0.0,1661.0,115497.0,1661.0,100.0,45.5,85.5,40.0,1956.0,55.0,"Berclair, Mississippi, United States",South,US,1811.286344,Blues,blues,33.4717868,-90.3650851
749,2011-02-25,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
750,2011-02-26,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
751,2011-02-27,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
752,2011-02-28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
753,2011-03-01,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
754,2011-03-02,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
755,2011-03-03,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
756,2011-03-04,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
757,2011-03-05,2011,March,Q1,2011 Q1,Spring,Saturday ,Weekend,1.0,single headliner,Trey Anastasio,No support,0.0,2800.0,110600.0,2800.0,100.0,39.5,39.5,0.0,2000.0,11.0,"Fort Worth, Texas, United States",South,US,1447.368982,Rock,alternative rock,32.753177,-97.3327459
758,2011-03-06,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
759,2011-03-07,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
760,2011-03-08,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
761,2011-03-09,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
762,2011-03-10,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
763,2011-03-11,2011,March,Q1,2011 Q1,Spring,Friday   ,Weekend,1.0,co-headliner,Simian Mobile Disco ,No support,2.0,1996.0,55208.0,2800.0,72.0,27.5,27.5,0.0,2007.0,4.0,"London, England, United Kingdom",International,International,5361.521946,Electronic,electronica,51.5073219,-0.1276474
764,2011-03-12,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
765,2011-03-13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
766,2011-03-14,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
767,2011-03-15,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
768,2011-03-16,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
769,2011-03-17,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
770,2011-03-18,2011,March,Q1,2011 Q1,Spring,Friday   ,Weekend,1.0,single headliner,Girl Talk,"Junk Culture, Max Tundra",2.0,2800.0,82600.0,2800.0,100.0,29.5,29.5,0.0,2002.0,9.0,"Pittsburgh, Pennsylvania, United States",Northeast,US,2257.366356,Other,experimental,40.4416941,-79.9900861
771,2011-03-19,2011,March,Q1,2011 Q1,Spring,Saturday ,Weekend,1.0,single headliner,Flogging Molly,Moneybrother,1.0,2800.0,82600.0,2800.0,100.0,29.5,29.5,0.0,2000.0,11.0,"Los Angeles, California, United States",West Coast,US,343.4448205,Punk or Metal,celtic punk,34.0536909,-118.2427666
772,2011-03-20,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
773,2011-03-21,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
774,2011-03-22,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
775,2011-03-23,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
776,2011-03-24,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
777,2011-03-25,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
778,2011-03-26,2011,March,Q1,2011 Q1,Spring,Saturday ,Weekend,1.0,single headliner,O.M.D.,Oh Land,1.0,2655.0,78353.0,2800.0,95.0,29.5,29.5,0.0,1996.0,15.0,"Meols, Wirral, Merseyside, England",International,International,5178.148456,Electronic,electronic,53.4012266,-3.167567
779,2011-03-27,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
780,2011-03-28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
781,2011-03-29,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
782,2011-03-30,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
783,2011-03-31,2011,March,Q1,2011 Q1,Spring,Thursday ,Weekend,1.0,single headliner,My Chemical Romance,Neon Trees,1.0,2800.0,98000.0,2800.0,100.0,35.0,35.0,0.0,2002.0,9.0,"Newark, New Jersey, United States",Northeast,US,2554.610363,Punk or Metal,emo,40.735657,-74.1723667
784,2011-04-01,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
785,2011-04-02,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
786,2011-04-03,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
787,2011-04-04,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
788,2011-04-05,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
789,2011-04-06,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
790,2011-04-07,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
791,2011-04-08,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
792,2011-04-09,2011,April,Q2,2011 Q2,Spring,Saturday ,Weekend,1.0,single headliner,Cold War Kids,Sean Hayes,1.0,2238.0,56305.0,2800.0,80.0,25.0,25.0,0.0,2006.0,5.0,"Fullerton, California, United States",West Coast,US,364.69745869999997,Indie,indie,33.8708215,-117.9294165
793,2011-04-10,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
794,2011-04-11,2011,April,Q2,2011 Q2,Spring,Monday   ,Weekday,1.0,single headliner,Queens Of The Stone Age,Dough Rollers,1.0,2800.0,105000.0,2800.0,100.0,37.5,37.5,0.0,1998.0,13.0,"Palm Desert, California, United States",West Coast,US,434.0378074,Rock,stoner rock,33.7288179,-116.3825711
795,2011-04-12,2011,April,Q2,2011 Q2,Spring,Tuesday  ,Weekday,1.0,single headliner,Bright Eyes,Farmer Dave Scher,1.0,2800.0,82600.0,2800.0,100.0,29.5,29.5,0.0,1998.0,13.0,"Omaha, Nebraska, United States",Midwest,US,1421.013374,Folk,indie folk,41.2587459,-95.9383758
796,2011-04-13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
797,2011-04-14,2011,April,Q2,2011 Q2,Spring,Thursday ,Weekend,1.0,single headliner,Rusko,"Destructo, Doorly",2.0,2312.0,66652.0,2800.0,83.0,24.5,29.5,5.0,2010.0,1.0,"North Yorkshire, England, United Kingdom",International,International,5190.846581,Electronic,dubstep,54.13453275,-1.498628491239545
798,2011-04-15,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
799,2011-04-16,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
800,2011-04-17,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
801,2011-04-18,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
802,2011-04-19,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
803,2011-04-20,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
804,2011-04-21,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
805,2011-04-22,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
806,2011-04-23,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
807,2011-04-24,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
808,2011-04-25,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
809,2011-04-26,2011,April,Q2,2011 Q2,Spring,Tuesday  ,Weekday,1.0,single headliner,Paul Simon,No support,0.0,1835.0,179575.0,1835.0,100.0,65.0,125.0,60.0,1965.0,46.0,"Newark, New Jersey, United States",Northeast,US,2554.610363,Pop,pop,40.735657,-74.1723667
810,2011-04-27,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
811,2011-04-28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
812,2011-04-29,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
813,2011-04-30,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
814,2011-05-01,2011,May,Q2,2011 Q2,Spring,Sunday   ,Weekday,1.0,single headliner,Explosions In The Sky,Papercuts,1.0,2800.0,70000.0,2800.0,100.0,25.0,25.0,0.0,2000.0,11.0,"Austin, Texas, United States",South,US,1494.647769,Indie,post-rock,30.2711286,-97.7436995
815,2011-05-02,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
816,2011-05-03,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
817,2011-05-04,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
818,2011-05-05,2011,May,Q2,2011 Q2,Spring,Thursday ,Weekend,1.0,single headliner,Fleet Foxes,The Cave Singers,1.0,2800.0,91000.0,2800.0,100.0,32.5,32.5,0.0,2008.0,3.0,"Seattle, Washington, United States",West Coast,US,676.1608988,Folk,folk,47.6038321,-122.3300624
819,2011-05-06,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
820,2011-05-07,2011,May,Q2,2011 Q2,Spring,Saturday ,Weekend,1.0,single headliner,Coheed And Cambria,No support,0.0,2007.0,54282.0,2800.0,72.0,27.0,27.0,0.0,2002.0,9.0,"Nyack, New York, United States",Northeast,US,2562.730376,Rock,progressive rock,41.091121,-73.9196794
821,2011-05-08,2011,May,Q2,2011 Q2,Spring,Sunday   ,Weekday,1.0,single headliner,Elvis Costello,No support,0.0,1788.0,115844.0,1788.0,100.0,49.5,85.0,35.5,1977.0,34.0,"Paddington, Westminster, London, England, United Kingdom",International,International,5359.55552,Pop,new wave,51.5170856,-0.1775422
822,2011-05-09,2011,May,Q2,2011 Q2,Spring,Monday   ,Weekday,1.0,single headliner,Elvis Costello,No support,0.0,1805.0,117612.0,1805.0,100.0,49.5,85.0,35.5,1977.0,34.0,"Paddington, Westminster, London, England, United Kingdom",International,International,5359.55552,Pop,new wave,51.5170856,-0.1775422
823,2011-05-10,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
824,2011-05-11,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
825,2011-05-12,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
826,2011-05-13,2011,May,Q2,2011 Q2,Spring,Friday   ,Weekend,1.0,single headliner,The Cars,No support,0.0,2800.0,138600.0,2800.0,100.0,49.5,49.5,0.0,1978.0,33.0,"Boston, Massachusetts, United States",Northeast,US,2691.0374620000002,Pop,new wave,42.3602534,-71.0582912
827,2011-05-14,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
828,2011-05-15,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
829,2011-05-16,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
830,2011-05-17,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
831,2011-05-18,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
832,2011-05-19,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
833,2011-05-20,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
834,2011-05-21,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
835,2011-05-22,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
836,2011-05-23,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
837,2011-05-24,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
838,2011-05-25,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
839,2011-05-26,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
840,2011-05-27,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
841,2011-05-28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
842,2011-05-29,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
843,2011-05-30,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
844,2011-05-31,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
845,2011-06-01,2011,June,Q2,2011 Q2,Summer,Wednesday,Weekday,2.0,multiple shows,Buffalo Springfield,Gillian Welch,1.0,1896.0,261798.0,1896.0,100.0,85.0,199.5,114.5,1966.0,45.0,"Los Angeles, California, United States",West Coast,US,343.4448205,Folk,folk rock,34.0536909,-118.2427666
846,2011-06-02,2011,June,Q2,2011 Q2,Summer,Thursday ,Weekend,2.0,multiple shows,Buffalo Springfield,Gillian Welch,1.0,1896.0,261798.0,1896.0,100.0,85.0,199.5,114.5,1966.0,45.0,"Los Angeles, California, United States",West Coast,US,343.4448205,Folk,folk rock,34.0536909,-118.2427666
847,2011-06-03,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
848,2011-06-04,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
849,2011-06-05,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
850,2011-06-06,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
851,2011-06-07,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
852,2011-06-08,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
853,2011-06-09,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
854,2011-06-10,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
855,2011-06-11,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
856,2011-06-12,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
857,2011-06-13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
858,2011-06-14,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
859,2011-06-15,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
860,2011-06-16,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
861,2011-06-17,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
862,2011-06-18,2011,June,Q2,2011 Q2,Summer,Saturday ,Weekend,1.0,single headliner,Matt and Kim,"Autobot, The Thermals",2.0,1957.0,49285.0,2800.0,70.0,25.0,30.0,5.0,2006.0,5.0,"Brooklyn, New York, New York, United States",Northeast,US,2567.263768,Indie,indie pop,40.6501038,-73.9495823
863,2011-06-19,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
864,2011-06-20,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
865,2011-06-21,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
866,2011-06-22,2011,June,Q2,2011 Q2,Summer,Wednesday,Weekday,1.0,single headliner,Okkervil River,"Julianna Barwick, Titus Andronicus",2.0,1636.0,41165.0,2800.0,59.0,25.0,30.0,5.0,2002.0,9.0,"Austin, Texas, United States",South,US,1494.647769,Indie,indie rock,30.2711286,-97.7436995
867,2011-06-23,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
868,2011-06-24,2011,June,Q2,2011 Q2,Summer,Friday   ,Weekend,1.0,single headliner,My Morning Jacket,Everest,1.0,2800.0,126000.0,2800.0,100.0,45.0,45.0,0.0,1999.0,12.0,"Louisville, Kentucky, United States",South,US,1978.9134800000002,Indie,indie rock,38.2542376,-85.759407
869,2011-06-25,2011,June,Q2,2011 Q2,Summer,Saturday ,Weekend,1.0,single headliner,Brett Dennen,Dawes,1.0,1542.0,43292.0,2800.0,56.0,28.0,30.0,2.0,2005.0,6.0,"Oakdale, California, United States",West Coast,US,79.38734977,Folk,folk,37.787351349999994,-120.81972543130206
870,2011-06-26,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
871,2011-06-27,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
872,2011-06-28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
873,2011-06-29,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
874,2011-06-30,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
875,2011-07-01,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
876,2011-07-02,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
877,2011-07-03,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
878,2011-07-04,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
879,2011-07-05,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
880,2011-07-06,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
881,2011-07-07,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
882,2011-07-08,2011,July,Q3,2011 Q3,Summer,Friday   ,Weekend,2.0,multiple shows,Widespread Panic,No support,0.0,2570.0,116715.0,2800.0,92.0,45.0,50.0,5.0,1991.0,20.0,"Athens, Georgia, United States",South,US,2182.52125,Blues,blues,33.9597677,-83.376398
883,2011-07-09,2011,July,Q3,2011 Q3,Summer,Saturday ,Weekend,2.0,multiple shows,Widespread Panic,No support,0.0,2570.0,116715.0,2800.0,92.0,45.0,50.0,5.0,1991.0,20.0,"Athens, Georgia, United States",South,US,2182.52125,Blues,blues,33.9597677,-83.376398
884,2011-07-10,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
885,2011-07-11,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
886,2011-07-12,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
887,2011-07-13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
888,2011-07-14,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
889,2011-07-15,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
890,2011-07-16,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
891,2011-07-17,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
892,2011-07-18,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
893,2011-07-19,2011,July,Q3,2011 Q3,Summer,Tuesday  ,Weekday,2.0,multiple shows,The Avett Brothers,The David Mayfield Parade,1.0,2800.0,105070.0,2800.0,100.0,37.5,40.0,2.5,2002.0,9.0,"Concord, North Carolina, United States",South,US,2304.336543,Folk,folk,35.4093772,-80.5797416
894,2011-07-20,2011,July,Q3,2011 Q3,Summer,Wednesday,Weekday,2.0,multiple shows,The Avett Brothers,The David Mayfield Parade,1.0,2800.0,105070.0,2800.0,100.0,37.5,40.0,2.5,2002.0,9.0,"Concord, North Carolina, United States",South,US,2304.336543,Folk,folk,35.4093772,-80.5797416
895,2011-07-21,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
896,2011-07-22,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
897,2011-07-23,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
898,2011-07-24,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
899,2011-07-25,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
900,2011-07-26,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
901,2011-07-27,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
902,2011-07-28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
903,2011-07-29,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
904,2011-07-30,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
905,2011-07-31,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
906,2011-08-01,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
907,2011-08-02,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
908,2011-08-03,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
909,2011-08-04,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
910,2011-08-05,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
911,2011-08-06,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
912,2011-08-07,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
913,2011-08-08,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
914,2011-08-09,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
915,2011-08-10,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
916,2011-08-11,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
917,2011-08-12,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
918,2011-08-13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
919,2011-08-14,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
920,2011-08-15,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
921,2011-08-16,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
