,Event Date,Year,Month,Q,Quarter,Season,Day of Week,Time of Week,Number of Shows,Show Type,Headliner,Support,Number of Supporting Acts,Tickets Sold,Gross USD,Venue Capacity,Percent Tickets Sold,Minimum Ticket Price,Maximum Ticket Price,Ticket Range,Artist Start Date,Years Active,Artist Hometown,US Region,Local or Not,Miles From Home,Artist Genre,Main Genre,Hometown Latitude,Hometown Longitude
1893,2014-04-14,2014,April,Q2,2014 Q2,Spring,Monday   ,Weekday,1.0,single headliner,Bryan Ferry,Dawn Landes,1.0,2326.0,123955.0,2800.0,84.0,45.0,60.0,15.0,1973.0,41.0,"Washington, Sunderland, Tyne and Wear, England, United Kingdom",West Coast,US,5152.4347,Rock,glam rock,54.898614,-1.528827
1894,2014-04-15,2014,April,Q2,2014 Q2,Spring,Tuesday  ,Weekday,2.0,multiple shows,The Knife,"Deep Aerobics, DJ Rapid Fire",2.0,2800.0,98000.0,2800.0,100.0,35.0,35.0,0.0,2001.0,13.0,"Stockholm, Stockholms län, Sweden",International,International,5366.932436,Electronic,electronic,59.3251172,18.0710935
1895,2014-04-16,2014,April,Q2,2014 Q2,Spring,Wednesday,Weekday,2.0,multiple shows,The Knife,"Deep Aerobics, DJ Rapid Fire",2.0,2800.0,98000.0,2800.0,100.0,35.0,35.0,0.0,2001.0,13.0,"Stockholm, Stockholms län, Sweden",International,International,5366.932436,Electronic,electronic,59.3251172,18.0710935
1896,2014-04-17,2014,April,Q2,2014 Q2,Spring,Thursday ,Weekend,2.0,multiple shows,Empire Of The Sun,Vin Sol,1.0,2800.0,110600.0,2800.0,100.0,39.5,39.5,0.0,2008.0,6.0,"Sydney, New South Wales, Australia",International,International,7423.098876999999,Electronic,electronic,-33.8548157,151.2164539
1897,2014-04-18,2014,April,Q2,2014 Q2,Spring,Friday   ,Weekend,2.0,multiple shows,Empire Of The Sun,Vin Sol,1.0,2800.0,110600.0,2800.0,100.0,39.5,39.5,0.0,2008.0,6.0,"Sydney, New South Wales, Australia",International,International,7423.098876999999,Electronic,electronic,-33.8548157,151.2164539
1898,2014-04-19,2014,April,Q2,2014 Q2,Spring,Saturday ,Weekend,1.0,single headliner,Broken Bells,Au Revoir Simone,1.0,2800.0,91008.0,2800.0,100.0,33.5,33.5,0.0,2010.0,4.0,"Los Angeles, California, United States",West Coast,US,343.4448205,Indie,indie pop,34.0536909,-118.2427666
1899,2014-04-20,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1900,2014-04-21,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1901,2014-04-22,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1902,2014-04-23,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1903,2014-04-24,2014,April,Q2,2014 Q2,Spring,Thursday ,Weekend,3.0,multiple shows,String Cheese Incident,Moon Hooch,1.0,2484.0,124505.0,2800.0,89.0,49.95,49.95,0.0,1996.0,18.0,"Boulder, Colorado, United States",Rockies,US,927.2564836000001,Rock,bluegrass,40.0149856,-105.2705456
1904,2014-04-25,2014,April,Q2,2014 Q2,Spring,Friday   ,Weekend,3.0,multiple shows,String Cheese Incident,Moon Hooch,1.0,2484.0,124505.0,2800.0,89.0,49.95,49.95,0.0,1996.0,18.0,"Boulder, Colorado, United States",Rockies,US,927.2564836000001,Rock,bluegrass,40.0149856,-105.2705456
1905,2014-04-26,2014,April,Q2,2014 Q2,Spring,Saturday ,Weekend,3.0,multiple shows,String Cheese Incident,Moon Hooch,1.0,2484.0,124505.0,2800.0,89.0,49.95,49.95,0.0,1996.0,18.0,"Boulder, Colorado, United States",Rockies,US,927.2564836000001,Rock,bluegrass,40.0149856,-105.2705456
1906,2014-04-27,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1907,2014-04-28,2014,April,Q2,2014 Q2,Spring,Monday   ,Weekday,1.0,single headliner,Franz Ferdinand,Cate Le Bon,1.0,2540.0,100440.0,2800.0,91.0,39.5,45.0,5.5,2004.0,10.0,"Glasgow, Scotland, United Kingdom",International,International,5029.2012270000005,Indie,indie rock,55.8609825,-4.2488787
1908,2014-04-29,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1909,2014-04-30,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1910,2014-05-01,2014,May,Q2,2014 Q2,Spring,Thursday ,Weekend,1.0,single headliner,Mastodon,"Gojira, Kvelertak",2.0,2464.0,67940.0,2800.0,88.0,27.5,30.0,2.5,2002.0,12.0,"Atlanta, Georgia, United States",South,US,2131.825557,Punk or Metal,progressive metal,33.7490987,-84.3901849
1911,2014-05-02,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1912,2014-05-03,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1913,2014-05-04,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1914,2014-05-05,2014,May,Q2,2014 Q2,Spring,Monday   ,Weekday,1.0,single headliner,Ingrid Michaelson,"Storyman, The Alternate Routes",2.0,2279.0,67418.0,2800.0,82.0,29.5,35.0,5.5,2005.0,9.0,"Staten Island, New York, New York, United States",Northeast,US,2557.906666,Folk,folk-pop,40.5834557,-74.1496048
1915,2014-05-06,2014,May,Q2,2014 Q2,Spring,Tuesday  ,Weekday,1.0,single headliner,Childish Gambino,No support,0.0,2800.0,98000.0,2800.0,100.0,35.0,35.0,0.0,2011.0,3.0,"Edwards Air Force Base, California, United States",West Coast,US,313.6307434,Hip Hop,hip hop,34.900814,-117.94395332567805
1916,2014-05-07,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1917,2014-05-08,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1918,2014-05-09,2014,May,Q2,2014 Q2,Spring,Friday   ,Weekend,1.0,single headliner,Rodrigo y Gabriela,Zach Heckendorf,1.0,2800.0,126000.0,2800.0,100.0,45.0,45.0,0.0,2001.0,13.0,"Ciudad de México, Mexico",International,International,1881.3890789999998,Rock,acoustic rock,19.4326296,-99.1331785
1919,2014-05-10,2014,May,Q2,2014 Q2,Spring,Saturday ,Weekend,1.0,single headliner,Twenty One Pilots,"Hunter Hunted, Nonono",2.0,2534.0,63470.0,2800.0,91.0,25.0,30.0,5.0,2009.0,5.0,"Columbus, Ohio, United States",Midwest,US,2105.281817,Rock,alternative rock,39.9622601,-83.0007065
1920,2014-05-11,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1921,2014-05-12,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1922,2014-05-13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1923,2014-05-14,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1924,2014-05-15,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1925,2014-05-16,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1926,2014-05-17,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1927,2014-05-18,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1928,2014-05-19,2014,May,Q2,2014 Q2,Spring,Monday   ,Weekday,1.0,single headliner,Nickel Creek,The Secret Sisters,1.0,2800.0,105000.0,2800.0,100.0,37.5,37.5,0.0,1993.0,21.0,"Vista, California, United States",West Coast,US,425.5970083000001,Country,country,33.2000368,-117.2425355
1929,2014-05-20,2014,May,Q2,2014 Q2,Spring,Tuesday  ,Weekday,1.0,single headliner,Cage The Elephant,"Foals, J. Roddy Walston And The Business",2.0,2800.0,98000.0,2800.0,100.0,35.0,35.0,0.0,2008.0,6.0,"Bowling Green, Kentucky, United States",South,US,1959.773107,Rock,alternative rock,36.9903199,-86.4436018
1930,2014-05-21,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1931,2014-05-22,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1932,2014-05-23,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1933,2014-05-24,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1934,2014-05-25,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1935,2014-05-26,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1936,2014-05-27,2014,May,Q2,2014 Q2,Spring,Tuesday  ,Weekday,1.0,single headliner,Elbow,John Grant,1.0,2085.0,67825.0,2175.0,96.0,32.5,35.0,2.5,2001.0,13.0,"Ramsbottom, Bury, Greater Manchester, England, United Kingdom",International,International,5191.127468,Rock,rock,53.648383,-2.315696
1937,2014-05-28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1938,2014-05-29,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1939,2014-05-30,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1940,2014-05-31,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1941,2014-06-01,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1942,2014-06-02,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1943,2014-06-03,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1944,2014-06-04,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1945,2014-06-05,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1946,2014-06-06,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1947,2014-06-07,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1948,2014-06-08,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1949,2014-06-09,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1950,2014-06-10,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1951,2014-06-11,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1952,2014-06-12,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1953,2014-06-13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1954,2014-06-14,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1955,2014-06-15,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1956,2014-06-16,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1957,2014-06-17,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1958,2014-06-18,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1959,2014-06-19,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1960,2014-06-20,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1961,2014-06-21,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1962,2014-06-22,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1963,2014-06-23,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1964,2014-06-24,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1965,2014-06-25,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1966,2014-06-26,2014,June,Q2,2014 Q2,Summer,Thursday ,Weekend,1.0,single headliner,Steve Winwood,Cris Jacobs,1.0,1778.0,132650.0,1778.0,100.0,55.0,100.0,45.0,1971.0,43.0,"Handsworth, Birmingham, West Midlands, England, United Kingdom",International,International,5258.048862,Rock,rock,52.5088327,-1.9387301
1967,2014-06-27,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1968,2014-06-28,2014,June,Q2,2014 Q2,Summer,Saturday ,Weekend,1.0,single headliner,Devo,No support,0.0,2265.0,107215.0,2800.0,81.0,45.0,95.0,50.0,1978.0,36.0,"Akron, Ohio, United States",Midwest,US,2171.522442,Pop,new wave,41.083064,-81.518485
1969,2014-06-29,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1970,2014-06-30,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1971,2014-07-01,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1972,2014-07-02,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1973,2014-07-03,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1974,2014-07-04,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1975,2014-07-05,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1976,2014-07-06,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1977,2014-07-07,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1978,2014-07-08,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1979,2014-07-09,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1980,2014-07-10,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1981,2014-07-11,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1982,2014-07-12,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1983,2014-07-13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1984,2014-07-14,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1985,2014-07-15,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1986,2014-07-16,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1987,2014-07-17,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1988,2014-07-18,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1989,2014-07-19,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1990,2014-07-20,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1991,2014-07-21,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1992,2014-07-22,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1993,2014-07-23,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1994,2014-07-24,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1995,2014-07-25,2014,July,Q3,2014 Q3,Summer,Friday   ,Weekend,2.0,multiple shows,The Neighbourhood,"Bad Suns, White Arrows",2.0,2800.0,77071.0,2800.0,100.0,27.5,30.0,2.5,2013.0,1.0,"Newbury Park, California, United States",West Coast,US,312.763714,Rock,alternative rock,34.183671,-118.9118302
1996,2014-07-26,2014,July,Q3,2014 Q3,Summer,Saturday ,Weekend,2.0,multiple shows,The Neighbourhood,"Bad Suns, White Arrows",2.0,2800.0,77071.0,2800.0,100.0,27.5,30.0,2.5,2013.0,1.0,"Newbury Park, California, United States",West Coast,US,312.763714,Rock,alternative rock,34.183671,-118.9118302
1997,2014-07-27,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1998,2014-07-28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1999,2014-07-29,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2000,2014-07-30,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2001,2014-07-31,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2002,2014-08-01,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2003,2014-08-02,2014,August,Q3,2014 Q3,Summer,Saturday ,Weekend,1.0,co-headliner,Andrew Rayel ,Dyloot,3.0,2450.0,100090.0,2800.0,88.0,32.5,45.0,12.5,2014.0,0.0,Moldova,International,International,6303.369874,Electronic,progressive trance,47.2879608,28.5670941
2004,2014-08-03,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2005,2014-08-04,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2006,2014-08-05,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2007,2014-08-06,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2008,2014-08-07,2014,August,Q3,2014 Q3,Summer,Thursday ,Weekend,1.0,single headliner,Sean Hayes,Sean Hayes,1.0,2330.0,81780.0,2800.0,84.0,35.0,40.0,5.0,1999.0,15.0,"New York, New York, United States",Northeast,US,2563.4829219999997,Other,comedy,40.7127281,-74.0060152
2009,2014-08-08,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2010,2014-08-09,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2011,2014-08-10,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2012,2014-08-11,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2013,2014-08-12,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2014,2014-08-13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2015,2014-08-14,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2016,2014-08-15,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2017,2014-08-16,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2018,2014-08-17,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2019,2014-08-18,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2020,2014-08-19,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2021,2014-08-20,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2022,2014-08-21,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2023,2014-08-22,2014,August,Q3,2014 Q3,Summer,Friday   ,Weekend,1.0,single headliner,Little Dragon,Dam Funk,1.0,2800.0,82600.0,2800.0,100.0,29.5,29.5,0.0,2007.0,7.0,"Gothenburg, Västra Götaland, Sweden",International,International,5339.198658,Electronic,downtempo,57.7072326,11.9670171
2024,2014-08-23,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2025,2014-08-24,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2026,2014-08-25,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2027,2014-08-26,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2028,2014-08-27,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2029,2014-08-28,2014,August,Q3,2014 Q3,Summer,Thursday ,Weekend,1.0,single headliner,Brand New,"Broncho, Joyce Manor",2.0,2800.0,93240.0,2800.0,100.0,31.5,33.5,2.0,2001.0,13.0,"Merrick, New York, United States",Northeast,US,2587.7182629999998,Punk or Metal,emo,40.652246000000005,-73.55127940021693
2030,2014-08-29,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2031,2014-08-30,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2032,2014-08-31,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2033,2014-09-01,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2034,2014-09-02,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2035,2014-09-03,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2036,2014-09-04,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2037,2014-09-05,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2038,2014-09-06,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2039,2014-09-07,2014,September,Q3,2014 Q3,Autumn,Sunday   ,Weekday,1.0,single headliner,Coheed And Cambria,Thank You Scientist,1.0,2618.0,77341.0,2800.0,94.0,29.5,29.5,0.0,2002.0,12.0,"Nyack, New York, United States",Northeast,US,2562.730376,Rock,progressive rock,41.091121,-73.9196794
2040,2014-09-08,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2041,2014-09-09,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2042,2014-09-10,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2043,2014-09-11,2014,September,Q3,2014 Q3,Autumn,Thursday ,Weekend,1.0,single headliner,Passenger,"Once, Stu Larsen",2.0,2800.0,79800.0,2800.0,100.0,28.5,28.5,0.0,2009.0,5.0,"Brighton and Hove, England, United Kingdom",International,International,5394.2330950000005,Folk,folk pop,50.845221249999994,-0.14975850541139246
2044,2014-09-12,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2045,2014-09-13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2046,2014-09-14,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2047,2014-09-15,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2048,2014-09-16,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2049,2014-09-17,2014,September,Q3,2014 Q3,Autumn,Wednesday,Weekday,1.0,single headliner,Ian Anderson,No support,0.0,1821.0,124062.0,1821.0,100.0,45.5,85.5,40.0,1962.0,52.0,"Blackpool, Lancashire, England",International,International,5161.366224,Rock,production music,53.84036055,-3.016109110103627
2050,2014-09-18,2014,September,Q3,2014 Q3,Autumn,Thursday ,Weekend,1.0,single headliner,Chvrches,The Range,1.0,2800.0,82600.0,2800.0,100.0,29.0,35.0,6.0,2013.0,1.0,"Glasgow, Scotland, United Kingdom",International,International,5029.2012270000005,Indie,indie,55.8609825,-4.2488787
2051,2014-09-19,2014,September,Q3,2014 Q3,Autumn,Friday   ,Weekend,1.0,single headliner,Rise Against,"Radkey, Touché Amoré",2.0,2088.0,82999.0,2800.0,75.0,39.5,45.0,5.5,2001.0,13.0,"Chicago, Illinois, United States",Midwest,US,1851.013466,Punk or Metal,hardcore punk,41.8755616,-87.6244212
2052,2014-09-20,2014,September,Q3,2014 Q3,Autumn,Saturday ,Weekend,1.0,single headliner,Interpol,Rey Pila,1.0,2800.0,105000.0,2800.0,100.0,37.5,37.5,0.0,2002.0,12.0,"New York, New York, United States",Northeast,US,2563.4829219999997,Indie,indie rock,40.7127281,-74.0060152
2053,2014-09-21,2014,September,Q3,2014 Q3,Autumn,Sunday   ,Weekday,1.0,single headliner,Lykke Li,Mapei,1.0,2043.0,80979.0,2800.0,73.0,39.5,45.0,5.5,2008.0,6.0,"Ystad, Skåne, Sweden",International,International,5508.867593999999,Indie,indie pop,55.4329849,13.8196555
2054,2014-09-22,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2055,2014-09-23,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2056,2014-09-24,2014,September,Q3,2014 Q3,Autumn,Wednesday,Weekday,1.0,single headliner,Tears For Fears,Carina Round,1.0,2800.0,138600.0,2800.0,100.0,49.5,49.5,0.0,1983.0,31.0,"Bath, Somerset, England, United Kingdom",International,International,5300.405735,Indie,art pop,51.380926349999996,-2.37418971512966
2057,2014-09-25,2014,September,Q3,2014 Q3,Autumn,Thursday ,Weekend,1.0,single headliner,Die Antwoord,DJ Napsty,1.0,2800.0,110600.0,2800.0,100.0,39.5,39.5,0.0,2009.0,5.0,"Cape Town, South Africa",International,International,10236.80591,Electronic,rave,-33.928992,18.417396
2058,2014-09-26,2014,September,Q3,2014 Q3,Autumn,Friday   ,Weekend,1.0,single headliner,Paolo Nutini,Phox,1.0,2091.0,61817.0,2800.0,75.0,29.5,35.0,5.5,2006.0,8.0,"Paisley, Renfrewshire, Scotland, United Kingdom",International,International,5024.946381000001,Folk,folk rock,55.8455828,-4.4239646
2059,2014-09-27,2014,September,Q3,2014 Q3,Autumn,Saturday ,Weekend,1.0,single headliner,The Gaslight Anthem,"Against Me!, Twopointeight",2.0,2383.0,70299.0,2800.0,86.0,29.5,35.0,5.5,2007.0,7.0,"New Brunswick, New Jersey, United States",Northeast,US,2543.700461,Punk or Metal,punk,40.4862174,-74.4518173
2060,2014-09-28,2014,September,Q3,2014 Q3,Autumn,Sunday   ,Weekday,1.0,single headliner,Sam Smith,Broods,1.0,2800.0,98000.0,2800.0,100.0,35.0,35.0,0.0,2014.0,0.0,"England, United Kingdom",International,International,5284.821062,Soul,blue-eyed soul,52.7954791,-0.5402402866174321
2061,2014-09-29,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2062,2014-09-30,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2063,2014-10-01,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2064,2014-10-02,2014,October,Q4,2014 Q4,Autumn,Thursday ,Weekend,1.0,single headliner,Thievery Corporation,BoomBox,1.0,2553.0,134233.0,2800.0,92.0,52.5,55.0,2.5,1997.0,17.0,"Washington, D.C., United States",West Coast,US,2432.447755,Electronic,downtempo,38.8949855,-77.0365708
2065,2014-10-03,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2066,2014-10-04,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2067,2014-10-05,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2068,2014-10-06,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2069,2014-10-07,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2070,2014-10-08,2014,October,Q4,2014 Q4,Autumn,Wednesday,Weekday,1.0,single headliner,Lily Allen,Lolawolf,1.0,2800.0,98000.0,2800.0,100.0,35.0,35.0,0.0,2006.0,8.0,"Hammersmith, Hammersmith and Fulham, London, England, United Kingdom",International,International,5359.4524630000005,Pop,pop,51.4920377,-0.2236401
2071,2014-10-09,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2072,2014-10-10,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2073,2014-10-11,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2074,2014-10-12,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2075,2014-10-13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2076,2014-10-14,2014,October,Q4,2014 Q4,Autumn,Tuesday  ,Weekday,1.0,single headliner,Ray LaMontagne,The Belle Brigade,1.0,1869.0,117818.0,1869.0,100.0,49.5,75.0,25.5,1999.0,15.0,"Nashua, New Hampshire, United States",Northeast,US,2665.3429109999997,Folk,folk,42.7653662,-71.467566
2077,2014-10-15,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2078,2014-10-16,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2079,2014-10-17,2014,October,Q4,2014 Q4,Autumn,Friday   ,Weekend,1.0,single headliner,Sbtrkt,GoldLink,1.0,2613.0,91455.0,2800.0,94.0,35.0,40.0,5.0,2011.0,3.0,"London, England, United Kingdom",International,International,5361.521946,Electronic,dubstep,51.5073219,-0.1276474
2080,2014-10-18,2014,October,Q4,2014 Q4,Autumn,Saturday ,Weekend,1.0,festival,Buddy Guy,"Billy Cox, Buddy Guy, Chris Layton, Doyle Bramhall II, Eric Johnson, Jonny Lang, Kenny Wayne Shepherd, Mato Nanji, Noah Hunt, Rich Robinson, Scott Nelson, Tim Austin, Tony Franklin, Zakk Wylde",14.0,1690.0,138995.0,1690.0,100.0,55.0,115.0,60.0,1965.0,49.0,"Lettsworth, Louisiana, United States",South,US,1801.1315559999998,Blues,blues,30.9335146,-91.7048402
2081,2014-10-19,2014,October,Q4,2014 Q4,Autumn,Sunday   ,Weekday,2.0,multiple shows,Nas,No support,0.0,1817.0,91171.5,1817.0,100.0,39.5,69.5,30.0,1994.0,20.0,"Brooklyn, New York, New York, United States",Northeast,US,2567.263768,Hip Hop,hip hop,40.6501038,-73.9495823
2082,2014-10-20,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2083,2014-10-21,2014,October,Q4,2014 Q4,Autumn,Tuesday  ,Weekday,2.0,multiple shows,Nas,No support,0.0,1817.0,91171.5,1817.0,100.0,39.5,69.5,30.0,1994.0,20.0,"Brooklyn, New York, New York, United States",Northeast,US,2567.263768,Hip Hop,hip hop,40.6501038,-73.9495823
2084,2014-10-22,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
2085,2014-10-23,2014,October,Q4,2014 Q4,Autumn,Thursday ,Weekend,1.0,single headliner,Trampled By Turtles,Elephant Revival,1.0,1801.0,53130.0,2800.0,65.0,29.5,35.0,5.5,2004.0,10.0,"Duluth, Minnesota, United States",Midwest,US,1651.400928,Folk,indie folk,46.7729322,-92.1251218
