Start Date,Num Shows,Headliner,Support,Tickets Sold,Gross USD,Gross Gate,Currency,Venue Capacity,Percentage Sold,Ticket Price Min,Ticket Price Max,Venue Name,Venue City,Venue State,Venue Country,Promoter
2009-07-26,1,Eric Benet / Mint Condition / Ledisi,,1750.0,124000.0,124000.0,US DOLLAR,1750.0,100.0,49.75,82.75,Fox Theater,Oakland,CA,United States,"Another Planet Entertainment, Bay Area Productions"
2009-08-02,1,Sonic Youth,Awesome Color,2653.0,94762.0,94762.0,US DOLLAR,2800.0,95.0,35.5,40.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-08-07,1,Underworld,Damian Lazarus,1898.0,81750.0,81750.0,US DOLLAR,2800.0,68.0,43.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-08-17,1,Third Eye Blind,The Upwelling,2043.0,60306.0,60306.0,US DOLLAR,2800.0,73.0,29.5,30.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-09-09,2,Yeah Yeah Yeahs,,2674.5,95210.5,190421.0,US DOLLAR,2800.0,96.0,35.5,40.0,Fox Theater,Oakland,CA,United States,
2009-09-10,2,Yeah Yeah Yeahs,,2674.5,95210.5,190421.0,US DOLLAR,2800.0,96.0,35.5,40.0,Fox Theater,Oakland,CA,United States,
2009-09-11,1,Flogging Molly,"Fitz And The Tantrums, Hepcat",2476.0,73095.0,73095.0,US DOLLAR,2800.0,89.0,29.5,30.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-09-12,1,Paolo Nutini,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2009-09-16,1,Arctic Monkeys,The Like,2800.0,75600.0,75600.0,US DOLLAR,2800.0,100.0,27.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-09-17,1,Ben Harper,Joshua James,2168.0,75880.0,75880.0,US DOLLAR,2800.0,78.0,35.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-09-18,3,Furthur,,2800.0,138600.0,415800.0,US DOLLAR,2800.0,100.0,49.5,0.0,Fox Theater,Oakland,CA,United States,
2009-09-19,3,Furthur,,2800.0,138600.0,415800.0,US DOLLAR,2800.0,100.0,49.5,0.0,Fox Theater,Oakland,CA,United States,
2009-09-20,3,Furthur,,2800.0,138600.0,415800.0,US DOLLAR,2800.0,100.0,49.5,0.0,Fox Theater,Oakland,CA,United States,
2009-09-22,1,The Australian Pink Floyd Show,,1493.0,55797.0,55797.0,US DOLLAR,1816.0,83.0,32.5,39.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-09-23,1,Rodrigo Y Gabriela,Rocco DeLuca,2800.0,99400.0,99400.0,US DOLLAR,2800.0,100.0,35.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-09-24,1,Bon Iver,,2800.0,63000.0,63000.0,US DOLLAR,2800.0,100.0,22.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-09-25,1,Hammer,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2009-09-26,1,Paulina Rubio,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2009-09-30,2,Kylie Minogue,,2640.0,200854.5,401709.0,US DOLLAR,2796.0,94.5,58.5,79.5,Fox Theater,Oakland,CA,United States,"Another Planet Entertainment, Bill Silva Presents"
2009-10-01,2,Kylie Minogue,,2640.0,200854.5,401709.0,US DOLLAR,2796.0,94.5,58.5,79.5,Fox Theater,Oakland,CA,United States,"Another Planet Entertainment, Bill Silva Presents"
2009-10-03,1,Denyce Graves,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2009-10-15,1,Gogol Bordello,Apostle Of Hustle,2579.0,83818.0,83818.0,US DOLLAR,2800.0,93.0,32.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-10-16,1,Snow Patrol,Plain White T's,2800.0,98000.0,98000.0,US DOLLAR,2800.0,100.0,35.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-10-17,1,Monsters Of Folk,,1801.0,80848.0,80848.0,US DOLLAR,1801.0,100.0,39.5,45.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-10-20,1,Stone Temple Pilots,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2009-10-22,1,Echo & The Bunnymen,She Wants Revenge,2138.0,91010.0,91010.0,US DOLLAR,2800.0,77.0,42.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-10-24,1,Mika,Gary Go,2417.0,71322.0,71322.0,US DOLLAR,2800.0,87.0,29.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-10-30,1,Regina Spektor,Jupiter One,2800.0,104870.0,104870.0,US DOLLAR,2800.0,100.0,37.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-11-04,1,Puscifer,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2009-11-05,1,Puscifer,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2009-11-06,1,Dropkick Murphys,"The Flatliners, The Insurgence, Youth Brigade",2184.0,52397.0,52397.0,US DOLLAR,2800.0,78.0,25.5,29.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-11-08,3,Pixies,Black Gold,2800.0,136150.0,408450.0,US DOLLAR,2800.0,100.0,49.5,64.5,Fox Theater,Oakland,CA,United States,
2009-11-09,3,Pixies,Black Gold,2800.0,136150.0,408450.0,US DOLLAR,2800.0,100.0,49.5,64.5,Fox Theater,Oakland,CA,United States,
2009-11-10,3,Pixies,Black Gold,2800.0,136150.0,408450.0,US DOLLAR,2800.0,100.0,49.5,64.5,Fox Theater,Oakland,CA,United States,
2009-11-12,1,Widespread Panic,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2009-11-13,1,Widespread Panic,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2009-11-14,1,Widespread Panic,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2009-11-18,1,Raphael Saadiq,"Anjulie, Melanie Fiona",1582.0,62564.0,62564.0,US DOLLAR,1800.0,88.0,39.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-11-19,1,Them Crooked Vultures,,2800.0,138600.0,138600.0,US DOLLAR,2800.0,100.0,49.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-11-20,1,Stone Temple Pilots,The Police Experience - Trib. to The Police,2221.0,116788.0,116788.0,US DOLLAR,2800.0,80.0,52.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-11-21,1,Café Tacuba,DJ Nica,2330.0,91203.0,91203.0,US DOLLAR,2800.0,84.0,35.5,39.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-11-23,1,Wolfmother,"Heartless Bastards, Thenewno2",2273.0,67053.0,67053.0,US DOLLAR,2800.0,82.0,29.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2009-12-06,1,Imagination Movers,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2009-12-31,1,Brett Dennen,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2010-01-16,1,The Temptations Review Feat. Dennis Edwards,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2010-01-22,2," ""A Tribute To Norton Buffalo""","Bonnie Raitt, Charlie Musselwhite, Doobie Brothers, Elvin Bishop, George Thorogood &amp; The Destroyers, Huey Lewis, Roy Rogers",2800.0,215000.0,430000.0,US DOLLAR,2800.0,100.0,50.0,125.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-01-23,2," ""A Tribute To Norton Buffalo""","Bonnie Raitt, Charlie Musselwhite, Doobie Brothers, Elvin Bishop, George Thorogood &amp; The Destroyers, Huey Lewis, Roy Rogers",2800.0,215000.0,430000.0,US DOLLAR,2800.0,100.0,50.0,125.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-02-11,1,Alice In Chains,Creature With The Atom Brain,2800.0,111355.0,111355.0,US DOLLAR,2800.0,100.0,39.5,40.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-02-13,1,STS9 (Sound Tribe Sector 9),Nalepa ,2025.0,56353.0,56353.0,US DOLLAR,2800.0,73.0,27.5,30.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-02-19,1,Erykah Badu,Goapele,2800.0,143880.0,143880.0,US DOLLAR,2800.0,100.0,49.5,69.5,Fox Theater,Oakland,CA,United States,"Ankh Marketing, Another Planet Entertainment"
2010-02-20,1,"""Ragga Muffins Festival""","Barrington Levy, Capleton, Cocoa Tea, Gregory Isaacs, Sister I-Live, Tarrus Riley",2760.0,109958.0,109958.0,US DOLLAR,2800.0,99.0,35.0,45.0,Fox Theater,Oakland,CA,United States,"Another Planet Entertainment, Moss Jacobs Presents"
2010-02-23,1,Yoko Ono,"Deerhoof, Yoko Ono Plastic Ono Band",1612.0,63723.0,63723.0,US DOLLAR,1793.0,90.0,39.5,40.0,Fox Theater,Oakland,CA,United States,"Another Planet Entertainment, Noise Pop, Noise Pop Industries"
2010-02-25,1,311,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2010-02-26,1,Lalah Hathaway,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2010-02-27,1,The Magnetic Fields,"Mark Eitzel, The Magnetic Fields",1852.0,60190.0,60190.0,US DOLLAR,1852.0,100.0,32.5,0.0,Fox Theater,Oakland,CA,United States,"Another Planet Entertainment, Noise Pop, Noise Pop Industries"
2010-03-05,1,Tegan and Sara,"Holly Miranda, Steel Train",2800.0,98000.0,98000.0,US DOLLAR,2800.0,100.0,35.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-03-09,1,Zac Brown Band,"Joey + Rory, Nic Cowan",2640.0,104356.0,104356.0,US DOLLAR,2800.0,95.0,40.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-03-24,1,Metric,"Codeine Velvet Club, Nico Vega",2800.0,70000.0,70000.0,US DOLLAR,2800.0,100.0,25.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-03-26,1,Air,AM,2581.0,97078.0,97078.0,US DOLLAR,2800.0,93.0,38.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-04-10,1,Train,Butch Walker,2800.0,105000.0,105000.0,US DOLLAR,2800.0,100.0,38.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-04-13,1,Spoon,"Deerhunter, Micachu",2800.0,89600.0,89600.0,US DOLLAR,2800.0,100.0,32.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-04-14,2,Atoms For Peace,Flying Lotus,2800.0,140000.0,280000.0,US DOLLAR,2800.0,100.0,50.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-04-15,2,Atoms For Peace,Flying Lotus,2800.0,140000.0,280000.0,US DOLLAR,2800.0,100.0,50.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-04-16,1,Hot Chip,The xx,2800.0,82600.0,82600.0,US DOLLAR,2800.0,100.0,30.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-04-17,1,The Avett Brothers,Truth &amp; Salvage Co.,2800.0,98000.0,98000.0,US DOLLAR,2800.0,100.0,35.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-04-19,2,Vampire Weekend,Abe Vigoda,2800.0,77000.0,154000.0,US DOLLAR,2800.0,100.0,28.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-04-20,2,Vampire Weekend,Abe Vigoda,2800.0,77000.0,154000.0,US DOLLAR,2800.0,100.0,28.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-04-23,1,Sublime With Rome,"Del Mar, Dirty Heads",2800.0,70000.0,70000.0,US DOLLAR,2800.0,100.0,25.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-05-05,1,Julieta Venegas,Ceci Bastida,2018.0,73427.0,73427.0,US DOLLAR,2800.0,73.0,39.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-05-08,1,Mastodon,"Baroness, Between The Buried And Me, Bison b.c., Black Cobra, High On Fire, Priestess, Valient Thorr",2334.0,74705.0,74705.0,US DOLLAR,2800.0,84.0,35.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-05-13,1,30 Seconds To Mars,"MuteMath, Neon Trees, Street Drum Corps",2179.0,57509.0,57509.0,US DOLLAR,2800.0,78.0,29.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-05-25,1,"Nas / Damian ""Jr. Gong"" Marley",Nneka,2800.0,101740.0,101740.0,US DOLLAR,2800.0,100.0,39.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-05-26,2,The National,Ramona Falls,2676.5,80295.0,160590.0,US DOLLAR,2800.0,96.0,30.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-05-27,2,The National,Ramona Falls,2676.5,80295.0,160590.0,US DOLLAR,2800.0,96.0,30.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-05-29,1,She & Him,,2800.0,73866.0,73866.0,US DOLLAR,2800.0,100.0,29.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-06-26,1,Goldfrapp,,2384.0,70011.0,70011.0,US DOLLAR,2800.0,86.0,32.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-07-11,1,Neil Young,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2010-07-12,1,Neil Young,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2010-07-14,1,Neil Young,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2010-07-18,1,The New Pornographers,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2010-07-20,1,Keane,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2010-07-30,1,Wolf Parade,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2010-07-31,1,Blackstar,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2010-08-02,1,Joanna Newsom,Robin Pecknold ,1834.0,52946.0,52946.0,US DOLLAR,1873.0,98.0,32.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-08-03,1,Silversun Pickups,"Against Me!, Henry Clay People",2432.0,85120.0,85120.0,US DOLLAR,2800.0,87.0,35.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-08-06,1,"""The HARD Tour""","Crystal Castles, Destructo, Rusko, Sinden",2722.0,87104.0,87104.0,US DOLLAR,2800.0,98.0,29.5,35.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-08-21,1,Rufus Wainwright,Martha Wainwright,1330.0,60887.0,60887.0,US DOLLAR,1873.0,72.0,40.5,46.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-08-24,1,Bob Dylan,,2800.0,181970.0,181970.0,US DOLLAR,2800.0,100.0,67.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-08-28,1,The Chemical Brothers,Freq Nasty,2509.0,106633.0,106633.0,US DOLLAR,2800.0,90.0,42.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-09-06,1,Panda Bear,Nite Jewel,1453.0,36400.0,36400.0,US DOLLAR,2800.0,52.0,25.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-09-12,1,Scissor Sisters,,2636.0,111444.0,111444.0,US DOLLAR,2800.0,95.0,39.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-09-23,1,The xx,"Warpaint, Zola Jesus",2800.0,78700.0,78700.0,US DOLLAR,2800.0,100.0,25.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-09-27,1,Passion Pit,K.Flay,1922.0,67270.0,67270.0,US DOLLAR,2800.0,69.0,35.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-09-28,1,X Japan,,1790.0,60125.0,60125.0,US DOLLAR,2800.0,64.0,37.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-09-29,2,The Black Keys,Nicole Atkins,2800.0,91000.0,182000.0,US DOLLAR,2800.0,100.0,32.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-09-30,2,The Black Keys,Nicole Atkins,2800.0,91000.0,182000.0,US DOLLAR,2800.0,100.0,32.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-10-01,2,The Flaming Lips,White Hills,2800.0,101740.0,203480.0,US DOLLAR,2800.0,100.0,39.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-10-02,2,The Flaming Lips,White Hills,2800.0,101740.0,203480.0,US DOLLAR,2800.0,100.0,39.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-10-05,1,Broken Bells,Nik Freitas,2476.0,66551.0,66551.0,US DOLLAR,2800.0,89.0,30.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-10-09,1,O.A.R.,Dirty Heads,1146.0,29676.0,29676.0,US DOLLAR,2800.0,41.0,29.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-10-12,1,M.I.A.,Rye Rye,2513.0,80054.0,80054.0,US DOLLAR,2800.0,90.0,35.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-10-14,1,Gogol Bordello,Forro In The Dark,2630.0,77425.0,77425.0,US DOLLAR,2800.0,94.0,32.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-10-15,3,Widespread Panic,,2319.0,97398.0,292194.0,US DOLLAR,2750.0,84.33333333,42.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-10-16,3,Widespread Panic,,2319.0,97398.0,292194.0,US DOLLAR,2750.0,84.33333333,42.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-10-17,3,Widespread Panic,,2319.0,97398.0,292194.0,US DOLLAR,2750.0,84.33333333,42.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-10-18,1,Interpol,White Rabbits,2800.0,89196.0,89196.0,US DOLLAR,2800.0,100.0,35.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-10-19,1,Jónsi,,2573.0,81965.0,81965.0,US DOLLAR,2800.0,92.0,35.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-10-27,1,Boom Boom Satellites,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2010-10-28,1,Lady Antebellum,David Nail,2702.0,98241.0,98241.0,US DOLLAR,2800.0,97.0,39.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-10-30,1,Gov't Mule,,2279.0,72600.0,72600.0,US DOLLAR,2800.0,82.0,35.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-11-01,1,Godsmack,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2010-11-05,1,Florence & The Machine,"Grouplove, Hanni El Khatib, The Smith Westerns",2800.0,61323.0,61323.0,US DOLLAR,2800.0,100.0,25.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-11-11,1,Brandon Flowers,Fran Healy,2800.0,75260.0,75260.0,US DOLLAR,2800.0,100.0,30.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-11-24,1,Pretty Lights,"Gramatik, Thunderball",2372.0,65898.0,58517.0,US DOLLAR,2800.0,85.0,27.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2010-12-03,1,John Butler Trio,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2010-12-11,1,Bassnectar,Eskmo,2800.0,82040.0,82040.0,US DOLLAR,2800.0,100.0,24.0,26.0,Fox Theater,Oakland,CA,United States,(In-House Promotion)
2010-12-16,1,Béla Fleck & The Flecktones,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2010-12-30,1,Primus,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2010-12-31,1,Primus,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2011-01-13,1,Joe Satriani,Ned Evett,1516.0,88877.0,88877.0,US DOLLAR,1800.0,85.0,39.5,75.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-01-15,1,Rebelution,"Iration, Orgone",2800.0,56000.0,56000.0,US DOLLAR,2800.0,100.0,20.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-01-28,1,Ween,,2800.0,98000.0,98000.0,US DOLLAR,2800.0,100.0,35.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-02-14,1,The Decemberists,Mountain Man,2800.0,105000.0,105000.0,US DOLLAR,2800.0,100.0,37.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-02-18,1,Chromeo,"Mndr, The Suzan",2800.0,70000.0,70000.0,US DOLLAR,2800.0,100.0,25.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-02-20,1,Imagination Movers,"Choo-Choo Soul ""With Genevieve!""",634.0,25850.0,25850.0,US DOLLAR,1020.0,63.0,22.5,42.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-02-22,1,Yo La Tengo,The Urinals,1793.0,45195.0,45195.0,US DOLLAR,2800.0,65.0,25.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-02-24,1,B.B. King,,1661.0,115497.0,115497.0,US DOLLAR,1661.0,100.0,45.5,85.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-03-05,1,Trey Anastasio,,2800.0,110600.0,110600.0,US DOLLAR,2800.0,100.0,39.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-03-11,1,Simian Mobile Disco / Fake Blood,,1996.0,55208.0,55208.0,US DOLLAR,2800.0,72.0,27.5,0.0,Fox Theater,Oakland,CA,United States,"Another Planet Entertainment, HARD"
2011-03-18,1,Girl Talk,"Junk Culture, Max Tundra",2800.0,82600.0,82600.0,US DOLLAR,2800.0,100.0,29.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-03-19,1,Flogging Molly,Moneybrother,2800.0,82600.0,82600.0,US DOLLAR,2800.0,100.0,29.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-03-26,1,O.M.D.,Oh Land,2655.0,78353.0,78353.0,US DOLLAR,2800.0,95.0,29.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-03-31,1,My Chemical Romance,Neon Trees,2800.0,98000.0,98000.0,US DOLLAR,2800.0,100.0,35.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-04-01,1,Megan Slankard,,,,,,,0.0,,,Fox Theater,Oakland,CA,United States,
2011-04-09,1,Cold War Kids,Sean Hayes,2238.0,56305.0,56305.0,US DOLLAR,2800.0,80.0,25.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-04-11,1,Queens Of The Stone Age,Dough Rollers,2800.0,105000.0,105000.0,US DOLLAR,2800.0,100.0,37.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-04-12,1,Bright Eyes,Farmer Dave Scher,2800.0,82600.0,82600.0,US DOLLAR,2800.0,100.0,29.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-04-14,1,Rusko,"Destructo, Doorly",2312.0,66652.0,66652.0,US DOLLAR,2800.0,83.0,24.5,29.5,Fox Theater,Oakland,CA,United States,"Another Planet Entertainment, HARD"
2011-04-26,1,Paul Simon,,1835.0,179575.0,179575.0,US DOLLAR,1835.0,100.0,65.0,125.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-05-01,1,Explosions In The Sky,Papercuts,2800.0,70000.0,70000.0,US DOLLAR,2800.0,100.0,25.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-05-05,1,Fleet Foxes,The Cave Singers,2800.0,91000.0,91000.0,US DOLLAR,2800.0,100.0,32.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-05-07,1,Coheed And Cambria,,2007.0,54282.0,54282.0,US DOLLAR,2800.0,72.0,27.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-05-08,1,Elvis Costello,,1788.0,115844.0,115844.0,US DOLLAR,1788.0,100.0,49.5,85.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-05-09,1,Elvis Costello,,1805.0,117612.0,117612.0,US DOLLAR,1805.0,100.0,49.5,85.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-05-13,1,The Cars,,2800.0,138600.0,138600.0,US DOLLAR,2800.0,100.0,49.5,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-06-01,2,Buffalo Springfield,Gillian Welch,1896.0,261798.0,523596.0,US DOLLAR,1896.0,100.0,85.0,199.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-06-02,2,Buffalo Springfield,Gillian Welch,1896.0,261798.0,523596.0,US DOLLAR,1896.0,100.0,85.0,199.5,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-06-18,1,Matt and Kim,"Autobot, The Thermals",1957.0,49285.0,49285.0,US DOLLAR,2800.0,70.0,25.0,30.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-06-22,1,Okkervil River,"Julianna Barwick, Titus Andronicus",1636.0,41165.0,41165.0,US DOLLAR,2800.0,59.0,25.0,30.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-06-24,1,My Morning Jacket,Everest,2800.0,126000.0,126000.0,US DOLLAR,2800.0,100.0,45.0,0.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-06-25,1,Brett Dennen,Dawes,1542.0,43292.0,43292.0,US DOLLAR,2800.0,56.0,28.0,30.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-07-08,2,Widespread Panic,,2570.0,116715.0,233430.0,US DOLLAR,2800.0,92.0,45.0,50.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-07-09,2,Widespread Panic,,2570.0,116715.0,233430.0,US DOLLAR,2800.0,92.0,45.0,50.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-07-19,2,The Avett Brothers,The David Mayfield Parade,2800.0,105070.0,210140.0,US DOLLAR,2800.0,100.0,37.5,40.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-07-20,2,The Avett Brothers,The David Mayfield Parade,2800.0,105070.0,210140.0,US DOLLAR,2800.0,100.0,37.5,40.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-08-17,1,Amos Lee,Calexico,1738.0,56565.0,56565.0,US DOLLAR,2800.0,63.0,32.5,35.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-09-09,1,The Kills,"Eleanor Friedberger, Mini Mansions",2174.0,64171.0,64171.0,US DOLLAR,2800.0,78.0,29.5,30.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
2011-09-14,1,Ke$ha,"LMFAO, Naeem",2474.0,122477.0,122477.0,US DOLLAR,2800.0,89.0,49.5,50.0,Fox Theater,Oakland,CA,United States,Another Planet Entertainment
